word,definition,weight
activity,"/ktvti/  n. -ties 1 [U] the state of being busy, (syn.) movement: There isn't much activity on the roads after midnight. 2 [C] a planned event: The activities at the school include sports and dances. 3 [U] rapid movement: People were running everywhere; there was a lot of activity.",9
actually,"/ktuli, ktli/  adv. 1 in truth or in fact, (syn.) really: Actually, that student needs to study more to pass the exams.||The Liberal Party actually has the power in that country. 2 as surprising as it may seem,  contrary to appearances: He seems so quiet, but actually he likes to talk.",9
addendum,"/dndm/  n. -da (Latin for) a piece of writing that is added to a larger one, such as at the end of a contract or book: The lawyer wrote an addendum to the contract that says how much money she will be paid.",9
addition,"/dn/  n. 1 [U] the arithmetic process of adding things or numbers: The  addition of 2   2 = 4. 2 [C] s.t. more, an  extension: We built a one-room addition to  our house. -adj. additional /dnl/; -adv. additionally.Thesaurus: addition 1 a counting up of s.t., a totaling of s.t. Ant. subtraction.  2 s.t. extra | (building) a wing. Ant. exclusion.",9
additive,"/dtv/  n. s.t. added, esp. to food or medicine: Food companies put vitamin additives in breakfast cereals.",9
adequate,"/dkwt/  adj. 1 enough, (syn.) sufficient: He makes an adequate salary, enough to pay his bills. 2 not bad, but not very good, (syn.) minimal: Her work is only adequate; I'm not impressed. -n. [U] adequacy /dkwsi/; -adv. adequately.",9
adherent,"/dhrnt/  n.frml. a believer, member: She is an adherent of Christianity (Judaism, Islam, etc.).",9
adhesive,/dhisv/  adj. able to stick or join s.t. to s.t. else: I used adhesive tape to stick a note on the door.  n. a substance that sticks: Glue is an  adhesive.,9
adjacent,"/desnt/  adj. next to, (syn.) neighboring: We live in the house adjacent to the church.",9
admonish,"/dmn/  v.frml. [T] 1 to warn, (syn.) to caution: The boy's mother admonished him to be careful crossing streets. 2 to criticize, (syn.) to scold: When he behaves badly, she admonishes him. -n.frml.[C;U] admonition /dmnn/.",9
adoption,/dpn/  n. [C;U] 1 (in law) taking legal responsibility for parenting: The process of adoption can be lengthy. 2 to put s.o. up for adoption: to offer a child or an animal for others to adopt: The young mother put her child up for adoption.,9
adoptive,/dptv/  adj. (in law) related to adoption as parent or child: The girl's adoptive parents take good care of her.,9
adorable,"/drbl/  adj. lovable, cute, (syn.) darling: That little girl is just adorable! -adv. adorably.",9
adultery,"/dltri, tri/  n. [U] sex between a married person and s.o. other than his or her spouse: He committed adultery and his wife left him. -n. adulterer; (female) adulteress /dltrs, trs/; -adj. adulterous.",9
advanced,"/dvnst/  adj. difficult, complex: He took advanced courses in mathematics.",9
advisory,"/dvazri/  adj. helping by giving opinions, (syn.) guiding: The personnel manager has an advisory role with company  employees.",9
advocate,"/dvkt/  n. 1 a worker for a cause, a supporter: He is an advocate of human rights. 2 an attorney, lawyer: She is an advocate for the poor.  v. [T] /dvket/ -cated, -cating, -cates to propose or support an idea: She advocates lower taxes. -n. advocacy /dvksi/.",9
aerobics,"/robks/  n.pl. a type of dance exercise to music: She does aerobics for 45 minutes every morning.Usage Note: Aerobics or aerobic exercise became popular in the USA in the 1970s, and is now a major industry. There are special shoes, clothes, equipment, classes, and videos for every taste and physical condition.",9
affinity,"/fnti/  n.frml. -ties 1 [C] a liking, attraction to: He has an affinity for fine food. 2 [C;U] a likeness, similarity: You can see the affinity in appearance between mother and daughter.",9
affluent,"/flunt/  adj. wealthy, (syn.) prosperous: He is an affluent man.  n.pl. prosperous people: The affluent are  located mainly in towns near big cities. -adv. affluently.",9
aglitter,"/gltr/  adj. shining brightly, (syn.) sparkling: At night, the New York City skyline is aglitter with lights in tall buildings.",9
agnostic,"/gnstk, g/  n.adj. s.o. who believes God may exist but is unknowable: He was an <n.> agnostic until he was cured of cancer; then he became very religious. -n. [U] agnosticism /gnstszm, g/.",9
agrarian,/grrin/  adj.frml. related to farming and farmland: People are leaving an agrarian way of life to go to the city. -n. [U] agrarianism.,9
air raid,  n. an attack by military airplanes dropping bombs and shooting at a ground target,9
airborne,/rbrn/  adj. moving in the air: Our plane has lifted off the runway and is now  airborne.,9
aircraft,"/rkrft/  n. -craft an airplane, glider, or other flight vehicle: The Air Force maintains many kinds of aircraft.",9
airfield,"/rfild/  n. an area from which airplanes take off and land, usu. smaller than an airport and without buildings",9
airliner,"/rlanr/  n. an airplane made especially to carry passengers, baggage, and light cargo",9
airplane,/rplen/  n. a machine for flying passengers or goods: The airplane allows people to travel large distances quickly.,9
airspace,/rspes/  n. the sky above a country: The nation reported that a foreign aircraft was in its airspace.,9
airstrip,/rstrp/  n. a small path or field for planes to take off and land: We flew over the jungle to an airstrip near a river.,9
airtight,"/rtat/  adj. 1 not allowing air to enter or leave s.t., sealed: The fish is packed in airtight cans. 2 fig. completely believable, able to be proved: The police officer has an airtight case against the criminal.",9
airwaves,/rwevz/  n.pl. all radio and television signals as a group: News that the war had ended was sent out over the airwaves.,9
alarmist,/lrmst/  n. a person who gives others false or misleading alarms: She always talks about the worst that can happen; she's an alarmist.,9
alderman,"/ldrmn/  n. -men /mn/ a low-level government official, esp. an elected member of a city council: My brother won an election as alderman for our area in Wyoming. -n. alderwoman.",9
alienate,"/elinet, ely/  v. [T] -ated, -ating, -ates 1 to make an enemy of s.o., (syn.) to estrange: He alienated most of his friends by drinking too much. 2 to make one feel that one does not belong, to separate: Many people feel alienated in new places. -n. [U] alienation /elinen, ely/.",9
allegory,"/lgri/  n. [C;U] -ries a story, poem, or play in which the people, things, and events have a secondary or symbolic meaning, usu. religious or moral -adj. allegorical /lgrkl/; -adv. allegorically. See: fable.",9
allergic,"/lrdk/  adj. very sensitive to some plants, chemicals, dust, or foods: When I go near plants that I'm allergic to, I start sneezing.",9
alliance,"/lans/  n. [C;U] a group of countries (political parties, people, etc.) joined for a purpose: The two nations formed an alliance to make peace between them. See: ally.",9
allocate,"/lket/  v. [T] -cated, -cating, -cates to plan to use an amount of money for a specific purpose, (syn.) to allot: The city government allocated money for schools and the police in this year's budget. -n. [U] allocation /lketn/.",9
all-star,"  adj. among the best players in sports or the best entertainers (movie stars, singers, etc.): The all-star football game will be played this weekend.",9
all-time,"  adj. 1 for all time, forever: The band is playing my all-time favorite song. 2 the best, worst, highest, etc. so far: The temperature was at an all-time low last night; it has never been that cold before.",9
allusion,/lun/  n. talking or writing about s.o. or s.t. indirectly: He made an allusion to his wife without saying her name.,9
almighty,"/lmati/  adj.infrml.fig. great, (syn.) extreme: He is always in an almighty hurry to go somewhere.  n. All Mighty /lmati/God, the Supreme Deity: He prays to the All Mighty every day.",9
alphabet,/lfbt/  n. 1 the letters in a language: The English alphabet has 26 letters. 2  alphabet soup: a mixture of many different things: The population of North America is an alphabet soup of people from Argentina to Zimbabwe.,9
although,"/lo/  conj. even though: Although he is heavy, he can still run fast.Thesaurus: although though, despite the fact that.",9
altitude,"/lttud/  n. distance above sea level: Our airplane is flying at an altitude of 35,000 feet (10,660 meters).",9
aluminum,"/lumnm/  n. [U] a light-weight, silver gray metal with many uses: Beer and soda cans are made of aluminum.",9
ambition,"/mbn/  n. 1 [U] desire to succeed, (syn.) drive: He has ambition and works hard to get a salary increase. 2 [C] a goal, objective: Her ambition is to become a chef.",9
American,"/mrkn/  n. a person native to North, Central, or South America: She is a Latin American.  adj. related to the Americas: The Central American beaches are very beautiful.",9
Americas,"/mrkz/  n.pl. North, Central, and South America: Representatives from the Americas met in Mexico City for a conference.",9
amethyst,/mst/  n. a violet or purple semiprecious stone often used in jewelry: The amethyst was set in a pretty gold ring.,9
amicable,"/mkbl/  adj. friendly, esp. in resolving a disagreement: We had an argument, but eventually reached an amicable agreement. -adv. amicably.",9
amortize,"/mrtaz/  v. [T] to repay a loan in monthly payments: We amortized our $30,000 loan into $300 per month for several years.",9
amperage,"/mprd, pr/  n. [U] the strength of an electrical current -abbr. amp.",9
amputate,"/mpytet/  v. [T] to cut off surgically: The doctor amputated the patient's leg, because it was too infected to cure. -n. [C;U] amputation /mpyten/.",9
analysis,"/nlss/  n. -ses /siz/ 1 work done to find facts and solutions to problems, a study: We did an analysis of the problem and proposed solutions to it. 2 a written report of that study",9
analytic,"/nltk/  or analytical  /nltkl/ adj. having the ability to understand problems, (syn.) insightful: She has an analytical mind and can solve problems easily. -adv. analytically.",9
anathema,/nm/  n. [U] 1 a curse by a religious authority 2 s.t. that is hated: The thought of changing to another religion is anathema to many people.,9
ancestor,"/nsstr/  n. the persons from whom one is descended (great-grandmother, great-grandfather, etc.): She can name her ancestors all the way back to sixteenth-century England. -adj. ancestral /nsstrl/.",9
ancestry,"/nsstri/  n. [U] one's descent, heritage, (syn.) lineage: My grandfather came from Italy, so I am of Italian ancestry.",9
anecdote,"/nkdot/  n. a short story, esp. about one's own experiences: The sailor tells amusing anecdotes about his travels around the world.",9
annotate,"/ntet/  v. [T] -tated, -tating, -tates to write notes on s.t.: The businesswoman annotated the report with her comments and suggestions. -n. [C;U] annotation /nten/.",9
announce,"/nans/  v. [T] -nounced, -nouncing, -nounces 1 to make public, declare: The parents announced the wedding of their daughter in the newspaper. 2 to act as an announcer: He announces the Giants' football games, commenting on and explaining the players' movements. -n. announcement  /nansmnt/.Thesaurus: announce 1 to communicate (formally), proclaim  2 to broadcast. Ant. to keep (a)secret.",9
anorexia,"/nrksia/  n. [U] prolonged loss of appetite, resulting in low body weight and possible death: Her weight loss and eating habits led the doctor to suspect she suffered from anorexia. -adj. anorectic /nrktk/; -adj.n. anorexic.",9
antedate,"/ntidet/  v. [T] -dated, -dating, -dates to occur earlier, predate: The discovery of Africa antedated that of America.",9
antelope,"/ntlop/  n. any of various fast, hoofed, four-legged animals with horns: Most antelopes are found in Africa, but some are found in Asia.",9
anterior,/ntrir/  adj.frml. located in front: The head of an insect is located on the anterior part of its body.,9
antibody,/ntbdi/  n. pl. -bodies a type  of substance produced by the body against  disease-causing germs: A mother's milk passes antibodies on to her baby.,9
antidote,/ntdot/  n. (in medicine) a substance that stops the action of a poison or other harmful substance: The doctor prescribed an antidote for the poison the boy had swallowed.,9
anyplace,"/niples/  adv. anywhere, somewhere: You can sit anyplace you would like.",9
anything,"/ni/  n.pron. [U] 1 any object, occurrence, or matter: I would give anything to be beautiful. 2 anything but: except, not that: I will eat anything but broccoli. 3 anything goes: all behavior, even improper or illegal, is permitted: When they have a party and start drinking, anything goes! 4 anything like: similar to: She looks old in that picture; it doesn't look anything like her!",9
anywhere,"/niwr/  adv. 1 at any place, wherever: You can sit (walk, go, etc.) anywhere you want. 2 to not get anywhere: to get nowhere, to achieve nothing: We have had meeting after meeting, but we haven't gotten anywhere in reaching an agreement.",9
aperitif,/prtif/  n. an alcoholic beverage taken before a meal: Sherry is a typical aperitif.,9
aperture,/prtr/  n. a hole or other opening: The aperture controls the amount of light allowed in a camera.,9
aphorism,"/frzm/  n. a short saying containing a truth: ""The great die young"" is an aphorism.",9
apparent,"/prnt, pr/  adj. obvious, clear: He's very unhappy, and it is apparent that he wants to leave now. -adv. apparently.Thesaurus: apparent evident, noticeable. Ant. unclear. apparently adv. clearly, obviously.",9
appendix,"/pndks/  n. -dixes or -dices /d, siz/ 1 a bodily organ located on the right side of the abdomen: The appendix is apparently a useless organ that, when infected, can cause serious illness. 2 s.t. added on, esp. to the end of a book: The geography textbook has an appendix in which all the countries of the world and their capital cities are listed.",9
appetite,"/ptat/  n. [C;U] desire and capacity for food, drink, or pleasure: Our son is a football player and has a big appetite for steak.",9
applause,/plz/  n. [U] hand clapping in approval of a performance: The speaker was shocked at the lack of applause from the  audience.,9
appliqué,"/plke/  n. a decoration made from cloth, then cut out and fastened to a larger piece of cloth: I put an appliqué of the moon and stars on my T-shirt.",9
appraise,"/prez/  v. [T] -praised, -praising, -praises to estimate the value of property:  He appraised the necklace at $100,000. -n. appraiser.",9
approach,"/prot/  n. -es 1 a course of action, a way of handling a situation: She took a quiet, friendly approach in dealing with her daughter about the problem. 2 means of access: The pilot made a slow, gradual approach to the airport runway.  v. [T] -es 1 to near, move toward: As I approached the house, I noticed that the door was open. 2 to begin to handle a situation or work on s.t.: I approached the problem of reducing costs by making a list of them.Thesaurus: approach n. 1 a method of handling s.t., endeavor | proposal (to s.o.)  2 a pathway. v. 1 to come toward (or) near (a person  or place). Ant. to go away.  2 to make a proposal to. Ant. to avoid.",9
approval,"/pruvl/  n. [U] 1 permission, consent: The owner gave his approval for a salary increase for all employees. 2 admiration, praise: The violinist's performance met with the approval of the audience.Thesaurus: approval 1 (give one's) agreement to, consent to. Ants. disapproval, rejection.  2 (one's) acceptance of, liking of (behavior,appearance). Ant. dislike.",9
aptitude,"/pttud/  n. [C;U] capacity for, to be good at doing s.t.: That student has an aptitude for mathematics.",9
aquarium,/kwrim/  n. -iums or -ia /i/ a glass tank of varying sizes used to house fish and other water creatures: The Boston Aquarium has many tanks of fish.,9
aqueduct,/kwdkt/  n. a waterway made of stone blocks: Many aqueducts from ancient Roman times still stand today near the Mediterranean Sea.,9
archives,"/rkavz/  n.pl. a place or collection of records and books of historical interest: The emperor's decrees and letters were in the national archives. -n. archivist /rkvst, ka/.",9
arguable,"/rgyubl/  adj. capable or worthy of being argued, doubted: That fellow has opinions about everything, but what he says is arguable.",9
argument,"/rgymnt/  n. 1 a difference of opinion, disagreement: There are at least two sides to every argument. 2 a verbal fight, (syn.) a wrangle: Every discussion with him turns into an argument.",9
armament,/rmmnt/  n. 1 military weapons and supplies: The unit had insufficient armament with which to do battle. 2 pl. armaments: the weaponry owned or sold by a nation: A small number of nations provide the world with armaments.,9
armchair,/rmtr/  n. a chair with armrests: The armchair in the living room is very  comfortable.,9
aromatic,"/rmtk/  adj. having an aroma, pleasant smell: The pipe tobacco that he smokes is aromatic.",9
arrogant,"/rgnt/  adj. self-important: Ever since he met the Queen, he's been quite arrogant. -adv. arrogantly.Thesaurus: arrogant overbearing, conceited. Ant. humble.",9
artifact,"/rtfkt/  n. an object used by humans a very long time ago: Archaeologists dig for artifacts, such as old pots and bones of ancient peoples.",9
artifice,/rtfs/  n.frml. 1 a trick: Through artifice the magician created the illusion that he had sawed his assistant in half. 2 a clever device or plan: The general's artifice enabled him to surprise the enemy.,9
artistic,/rtstk/  adj. 1 related to art or artists: Picasso's painting Guernica is an artistic impression of war's horrors. 2 having ability in art or sensitivity to it: She loves to decorate and has an artistic sense of colors. -adv. artistically.,9
artistry,/rtstri/  n. [U] artistic expression: The violinist displayed her artistry in an exciting performance.,9
asbestos,"/sbsts, z/  n. [U] a fibrous, fire-resistant material used in building materials (it is believed to cause cancer): Asbestos was used to cover pipes in old buildings.",9
aspirant,"/sprnt, sparnt/  n. [C] one who has a strong desire to advance or gain a higher position: All the aspirants for the directorship had superb qualifications.",9
assassin,"/ssn/  n. a person who kills another, usu. for a reward or political reasons: He is a hired assassin for a radical political group.",9
assemble,"/smbl/  v. -bled, -bling, -bles 1 [T] to put together, make: The workers in that factory assemble trucks. 2 [I] to gather, come together: The crowd assembled in the meeting hall.Thesaurus: assemble 1 to construct, join, build. Ants. to take apart, disassemble 2 to get together(people). Ant. to disband.",9
assembly,"/smbli/  n. -blies 1 [U] putting parts of s.t. together: The assembly of a rifle by a soldier can be done in seconds. 2 [C] a grouping of people, gathering: The assembly of students takes place in the auditorium.",9
assorted,"/srtd/  adj. of different kinds, mixed: The bowl contains assorted hard candies. -v. [I;T] assort.",9
assuming,"/sum/  conj. thinking that s.t. will happen or has happened, or is a certain way, (syn.) supposing: Assuming that he arrives on time, we can start our meeting soon.",9
asterisk,/strsk/  n. the symbol (*); the asterisk is often used in writing to show that there is a comment at the bottom of the page or that something has been omitted,9
asteroid,/strd/  n. any of thousands of usu. irregularly shaped heavenly bodies: Ceres is the largest asteroid in our solar system.,9
astonish,"/stn/  v. [T] to greatly amaze, surprise overwhelmingly: I am astonished at how beautifully that little girl dances.",9
athletic,"/ltk/  adj. 1 related to sports: She entered many athletic competitions just  for fun. 2 having ability in sports: Despite  her advanced years, she is very athletic. -adv. athletically.",9
Atlantic,"/tlntk, t/  n.adj. the ocean located between Europe and Africa on the east side and North and South America on the west: The <n.> Atlantic (or) <adj.> Atlantic Ocean was first crossed by the Scandinavians 1,000 years ago.",9
attacker,"/tkr/  n. a person or group, such as a military unit or gang, that assaults: The victim's attacker was caught by the police.",9
attitude,"/ttud/  n. feeling about or toward s.o. or s.t.: She has a good attitude toward work; she's always cheerful.Thesaurus: attitude a view toward s.o. or s.t., an  outlook | stance.",9
attorney,"/trni/  n. a legal counselor, lawyer: The attorneys for the company were present in court today.",9
atwitter,/twitr/  adj. chirping rapidly like a bird or chattering nervously: The guests arrived late and were all atwitter about a bad car accident they had seen.,9
atypical,"/etpkl/  adj. not typical, unusual: He is always on time; it is atypical of him to be late. -adv. atypically.",9
audacity,"/dsti/  n. [U] brazenness, insolence: The son had the audacity to demand that his mother resign so that he could take over the company.",9
audience,/dins/  n. 1 the people who gather to listen to and watch an event: The audience at the rock concert was very enthusiastic. 2 a group of customers who are likely to buy a particular book or other printed matter: The audience for her textbook is university students.,9
audition,/dn/  v. [I] (in the theater) to try out for a role: Fifty actresses auditioned for the lead in the new play.  n. a performance as a tryout: The dancer's audition for the ballet company went well.,9
auditory,/dtri/  adj. related to hearing and sound: The auditory canal in my left ear is blocked.,9
auspices,"/spsz siz/  n.pl. with the support, (syn.) patronage: The concert is presented free under the auspices of the city government.",9
autocrat,"/tkrt/  n. s.o. who rules alone with unlimited power, (syns.) a despot, dictator: Louis XIV (1638-1715) was an autocrat who ruled France by himself. -adj. autocratic /tkrtk/.",9
automate,"/tmet/  v. [T] -mated, -mating, -mates to use machinery to do jobs once done by hand: We automated our order department with computers.",9
aversion,"/vrn/  n.frml. 1 [C;U] dislike, disinclination: I have an aversion to traveling during the heat of August. 2 [C] repugnance, revulsion: She has an aversion to eating cow liver; it makes her ill.",9
aviation,"/evien/  n. [U] the manufacture and use of aircraft, esp. airplanes: My friend has a career in aviation; he is a pilot.",9
bachelor,"/bttlr, bttlr/  n. an unmarried man: He was a bachelor for years, then finally married.Thesaurus: bachelor a single man, unattached man. Ant. a married man.",9
backbite,"/bkbat/  v.infrml. [I;T] n. -bit /bt,/ -bitten /btn,/ -biting, -bites to criticize people cruelly, esp. when they are not present: The <n.> backbiting that goes on in that company is awful.",9
backbone,"/bkbon/  n. 1 lit. the spine  2 fig. the moral strength to do the right thing, (syn.) character: He has a lot of backbone; he always tells the truth. 3 fig. the main support: Good citizens are the backbone of society.",9
backdrop,"/bkdrp/  n. 1 (in the theater) the scenery at the back of the stage: The backdrop for that play is the scenery of a forest. 2 fig. the general events during which s.t. else, such as a person's life, happens: Her childhood happened against the backdrop of a war.",9
backfire,"/bkfar/  v. [I] -fired, -firing, -fires 1 to go off, explode (backwards): He was injured when his gun backfired during target pratice. 2 fig. to produce an undesired result: Her plan to steal her friend's boyfriend backfired; he married her friend, and the couple never spoke to her again.",9
backhand,"/bkhnd/  v. [T] n. (in tennis, hockey, etc.) to hit a ball with the back of the hand pointed in the direction of the hit: The tennis player hit a <n.> backhand to her  opponent.",9
backlash,"/bkl/  n. -es a strong action against s.t., (syn.) a reaction: There was a backlash of anger when the university closed the library on Sundays.",9
backpack,"/bkpk/  n. a type of sack carried on the back with two shoulder straps and often with a metal frame, (syn.) a knapsack: Backpacks are used to carry things like books, clothes, or food.  v. [I] to hike, go walking in the country wearing a backpack: We backpacked for two weeks in the mountains. -n. backpacker; backpacking.",9
backroom,"/bkrum/  adj. hidden, often dishonest (acts): Political decisions in that big city are backroom.",9
backseat,"/bksit/  n. 1 lit. the rear seat of a car or bus  2 infrml. a backseat driver: s.o. who constantly tells a car's driver what to do: Most people are irritated by backseat drivers. 3 infrml. to take a backseat to: to be less important than s.o. or s.t. else: The younger brother takes a backseat in that family to his older brother, a baseball star.",9
backside,/bksad/  n.infrml. the buttocks: She fell down and hurt her backside.Usage Note: The part of the body upon which a person sits is called the buttocks; backside is a polite synonym.,9
backtalk,"/bktk/  n. [U] rude replies to a question, (syn.) sass: I asked you five times for the reports and all you do is give me a lot of backtalk!",9
backward,"  or backwards /bkwrdz/ adv. 1 in the direction opposite to the one in which one is moving: She looked backwards over her shoulders. 2 in the opposite or wrong order: He got the instructions backwards. 3 infrml. backwards and forwards: to the back, then to the front: He moved the car backwards and forwards trying to get into the parking space. 4 to know something backwards and forwards: to memorize or know s.t. perfectly: She knew the material for her presentation backwards and forwards.  adj. not modern, primitive: They live in a backward part of the country.Thesaurus: backward or backwards adv. 1 in reverse, toward the back 2 wrong, mixed up. Ant.forward(s). adj. undeveloped, developing (Third World countries). ",9
backyard,/bkyrd/  n. the land behind and belonging to a house: We have a flower garden in our backyard.,9
bacteria,"/bktri/  n.pl., sing. -terium /trim/ tiny living things, microorganisms: Many bacteria cause diseases. -adj. bacterial. See: virus.Thesaurus: bacteria germs | disease-causing agents. Ant. germfree. ",9
badlands,/bdlndz/  n.pl. (in USA) areas where few plants grow and it is difficult to live: The badlands of North Dakota stretch to the Rocky Mountains.,9
badmouth,"/bdma/  v.slang [T] to say bad things about s.o., (syn.) to slander: After he divorced her, she badmouthed him to everyone.",9
bag lady,  n.slang a homeless woman who lives on the street: A bag lady carries her belongings in shopping bags.Usage Note: It is considered rude to call s.o.  a bag lady; a more polite term is homeless  person. ,9
bagpipes,/bgpaps/  n.pl. a musical instrument that makes sounds by forcing air from a bag out through pipes: Bagpipes are common in Scotland.,9
bail (1),"/bel/  n. [U] 1 money left with a court of law when a person awaiting trial is released from jail: If s.o. released on bail does not show up for trial, the bail is lost. 2 to post bail for s.o.: to provide the money or credit used for bail: He posted $5,000 bail for his brother's release from jail.  v. 1 phrasal v. sep. [T] to bail s.o. out: to help s.o. out of a bad situation, esp. jail: The protesters were taken to jail; he bailed out several of them. || He bailed them out. 2 phrasal v. [I] to bail out: a. to escape from a plane that is about to crash: Airmen bailed out of an airplane by parachute. b. to leave quickly for fear of harm: The company was in such bad condition that many employees bailed out.",9
bail (2),"  v. [T] to scoop water out of a boat: As the water began to seep into the canoe, we had to bail it out with buckets.",9
ball (1),"/bl/  n. 1 a formal dance party: Men and women put on their best clothes to go to a ball. 2 infrml. to have a ball: to enjoy oneself, have a happy party: We all got together last night and had a ball!",9
ball (2),"  n. 1 a round object used in games: The football player kicked the ball. 2 the type of ball thrown: The pitcher threw a fastball (curveball, screwball, etc.). 3 a rounded part of the foot: She stood on the balls of her feet so she could see over the wall. 4 s.t. shaped into a ball: She made a sweater from balls of yarn. 5 infrml. a ball of fire: full of energy: John did that job so fast that he's a ball of fire! 6 infrml. the ball is in s.o.'s court: (from tennis) a situation where s.o. else must act: I offered to buy the house, so now the ball is in the owner's court as she must decide about my offer. 7 infrml. on the ball: (a person) intelligent, knowledgeable, and hard-working: Mary did the job fast and accurately she's really on the ball. 8 infrml. whole ball of wax: the complete, usu. difficult situation: When you have children you take on the whole ball of wax, the good and the bad. 9 infrml. to get, start, or keep the ball rolling: to start and keep s.t. going: To get the ball rolling, let's make a list of food that we need to buy for the party. 10 to play ball: a. frml.to play baseball, football, etc.  b. infrml.fig. to cooperate with s.o.: The police told the drug dealer that they would get him a shorter jail sentence if he would play ball and tell them who his bosses were.",9
ballpark,"/blprk/  n. 1 baseball stadium, a place where ball games are played   2 infrml.fig. ballpark figure: a guess, estimate: I don't need the exact cost of the computer, just a ballpark figure. 3 infrml.fig. in the ballpark: s.t. in a general area or range, s.t. likely to be expected or acceptable: To pay one million dollars for that office building is in the ballpark.",9
ballroom,/blrum/  n. a large hall for dances adj. a type of close dancing in which partners move together with set steps to the music: The waltz and the fox-trot are favorite ballroom dances.,9
banister,/bnstr/  n. a railing next to stairs for people to hold onto: Children like to slide down a banister.,9
