word,definition,weight
architecture,/rktktr/  n. 1 [U] the  art and science of designing buildings and other structures: She studied architecture  and art history at the university. 2 a style of design and construction: The architecture  of New York City is mostly tall buildings. -adj. architectural /arktktrl/; -adv. architecturally.,9
armed forces,"  n.pl. the military of a nation: The armed forces in the USA are the Army, Navy, Air Force, Marines, and the Coast Guard.",9
arm-twisting,"  n.fig. [U] pressuring or persuading s.o. to do s.t., (syn.) coercion: After much arm-twisting, the CIA was able to make the spy reveal his secret mission.",9
astonishment,"/stnmnt/  n. [U] great amazement, surprise: The crowd reacted with astonishment when the speaker suddenly dropped dead.",9
astronomical,"/strnmkl/  adj. 1 related to astronomy: The institute's budget for astronomical research was cut back as the institute refocused its research on the earth's  environment. 2 fig. huge, extremely high:  The cost of the new government program is  astronomical; it's billions of dollars! -adv. astronomically.",9
asymmetrical,"/esmtrkl/  adj. not of equal size or similar shape: That rabbit has one ear missing, and it looks asymmetrical. -adv. asymmetrically.",9
attaché case,"  n. a case with a handle for carrying work-related papers, (syn.) a briefcase: My attaché case is made of leather.",9
attributable,"/trbyutbl, by/  adj. be the reason for, assignable to: Her success is attributable to her intelligence and hard work.",9
audiovisuals,"/diovulz/  n.pl. materials, such as charts, films, videos, and television programs, that combine sound and visual images: We made our own audiovisuals for use in our company training program.",9
authenticate,"/ntket/  v. [T] -cated, -cating, -cates to prove s.t. is genuine, (syn.) to substantiate: Experts authenticated the painting as a Picasso. -n. [U] authentication /ntken/.",9
authenticity,"/ntsti, n/  n. [U] the genuineness, validity of s.t.: The authenticity of the painting as one of Picasso's was proven by an expert.",9
backbreaking,/bkbrek/  adj.infrml. fig. taking great effort: Picking vegetables by hand in the hot sun is backbreaking. -n. backbreaker.,9
bank account,  n. an amount of money in a bank that one adds to or subtracts from: She has two bank accounts: a savings account and a checking account.,9
bathing suit,"/be/  n. clothing worn to go swimming, (syn.) a swimsuit: She wears a bikini bathing suit at the beach.",9
battleground,/btlgrand/  n. battlefield,9
bell-bottoms,/blbtmz/  n.pl. a style of pants popular in the 60s and 70s that widen near the ankles,9
belly button,  n.infrml. the navel,9
bibliography,"/bbligrfi/  n. -phies a list of sources of information (author, title, publisher, date) often used as references in formal writing",9
bicentennial,/basntnil/  n.adj. a 200-year anniversary: The USA's <adj.> bicentennial celebration of independence from Britain was in 1976.,9
bill of sale,"  n. a piece of paper showing the change of ownership of property: When I bought my new car, the dealer gave me a bill of sale.",9
biochemistry,/baokmstri/  n. [U] the science of the chemistry of living things,9
blabbermouth,"/blbrma/  n.infrml. -mouths /maz, mas/ a person who gossips and/or tells secrets about others",9
black market,"  n.adj. the illegal economy, not approved by a government: They buy radios on the <n.> black market.",9
blood vessel,"  n. a small tube (artery, vein, capillary) that carries blood through the body: A blood vessel to his heart became blocked and caused a heart attack.",9
bloodthirsty,"/bldrsti/  adj. liking or wanting to kill others: While laughing, the bloodthirsty soldiers murdered their enemies.",9
bodybuilding,  n. [U] the sport of lifting weights and eating special foods to strengthen the body,9
borrowing(s),"/broz, br/  n. (in business) loans, usu. of money: The company's borrowings must be repaid to the bank.",9
boxer shorts,  n.pl. men's underwear with loose legs: Boxer shorts are longer and looser than briefs.,9
breakthrough,"/brekru/  n. 1 the act, result, or place of pushing past s.t. that blocks one's way: We finally had a breakthrough in negotiations with management. 2 an advance: The discovery of penicillin was an important breakthrough in stopping many diseases.",9
breaststroke,"/brststrok/  n. a way of swimming like a frog, pulling the arms to the side then backwards: The breaststroke and freestyle are Olympic swimming races.",9
breathtaking,/brtek/  adj. so beautiful one cannot breathe for a moment: The view from the mountaintop was breathtaking. -adv. breathtakingly.,9
brinkmanship,/brkmnp/  n. the art of threatening one's opponent to gain an advantage: The Cold War was full of Russian and American brinkmanship about using nuclear weapons.,9
broad-minded,"/brdmandd/  adj. open to different ideas, (syn.) tolerant: She is broad-minded and accepts the customs, traditions, habits, etc. of all the people she meets. -n. [U] broad-mindedness. See: narrow-minded.",9
bullet train,  n. a very fast passenger train: Bullet trains run in Japan and France.,9
businesslike,/bznslak/  adj. working carefully and seriously: The owner is very businesslike and never talks about the weather or her weekend activities.,9
butterscotch,/btrskt/  adj.n. [U] a candy of melted butter and brown sugar: I like <adj.> butterscotch sauce on vanilla ice cream.,9
calisthenics,/klsnks/  n.pl. exercises done to strengthen the body: Push-ups and sit-ups are forms of calisthenics.,9
call waiting,  n. [U] one or two sounds made in a telephone receiver to tell a person speaking that another caller is waiting to speak with him or her: My call waiting makes two beeps in my ear and lets me know that another caller is trying to reach me.,9
calling card,"  n. See: business card, cash card.",9
cancellation,"/knslen/  n. [C;U] stopping s.t. previously agreed on: The restaurant had some cancellations of reservations because of bad weather.||The doctor had a cancellation, so she can see you today.",9
cantankerous,"/kntkrs/  adj. bad-tempered, always wanting to argue, (syn.) grumpy: The cantankerous old man won't pay his rent.",9
capital gain,"  n. the increase in value of an asset above its purchase price: When the price of a stock goes up above the cost you paid for it, that is a capital gain.",9
carbohydrate,"/krbohadret, ba/  n. any of a group of nutrients, such as sugar and starch, that provide the body with energy: Grains and fruits are high in carbohydrates.",9
carbon paper,"  n. [U] a paper covered on one side with dry ink and put between pieces of paper to make duplicate copies of written documents: Before photocopy machines, carbon paper was used to make copies.",9
catch phrase,"  n. a saying, idea, etc. in popular use: ""You know"" is a catch phrase in this sentence: ""New York is an exciting place, you know."" See: catchword; buzzword.",9
catholic (1),"/klk, k/  adj.frml. 1 broad in scope: Her interests are catholic in nature, as she travels all over the world. 2 universal, widespread",9
Catholic (2),"/klk, k/  n.adj. of or belonging to the Roman Catholic Church, one of the branches of the Christian religion: She is <adj.> Catholic (or) a <n.> Catholic. -n. [U] Catholicism /klszm/.",9
chain smoker,  n. a person who smokes one cigarette after another: Chain smokers often don't live long.,9
championship,"/tmpinp/  n. the last in a series of contests, the winner of which will be champion: He won the championship in golf.Thesaurus: championship the finals.",9
characterize,"/krktraz/  v. [T] -ized, -izing, -izes 1 to describe the character of: Right now, the situation can be characterized as excellent. 2 to be a special quality or typical feature of: writing that is characterized by its clarity -n. [C;U] characterization  /krktrzen/.",9
cheeseburger,"/tizbrgr/  n. a hamburger with melted cheese on top, served on a roll: I'll have a cheeseburger with fries, please.",9
chef's salad,  n. a salad made with lettuce and pieces of ham and cheese,9
chemotherapy,/kimorpi/  n. [U] strong chemical medications given esp. as a treatment for cancer,9
chicken feed,"  n. [U]  1 grain (corn, soybeans, etc.) given to chickens to eat 2 fig. a small, unimportant amount of money: The cost of the computer equipment is chicken feed in comparison with the salaries of the people needed to run it.",9
childbearing,"/taldbr/  adj. (of women) capable of having children: At 38, she is still of childbearing age.  n. [U] an act of giving birth to a child",9
child's play,"  n.fig. [U] s.t. easy to do: Fixing that door handle is not difficult; in fact, it is child's play.",9
chiropractor,"/karprktr/  n. a licensed professional who lines up people's bones, esp. the spine, with pressure of the hands: Chiropractors try to free people of back pain. -n. chiropractic /karprktk, karprk/.",9
choreography,/krigrfi/  n. [U] the art of arranging dance steps for dancers to perform: The choreography of that ballet was done by a famous choreographer. -v. choreograph /krigrf/; -n. choreographer.,9
cinder block,"  n. a large gray block made of concrete and cinders, used in building: The walls of that factory are made of cinder blocks.",9
circumstance,"/srkmstns/  n. 1 a condition (fact, situation, etc.) that affects s.t. else: Icy roads and a bad storm are circumstances that may lead to car accidents. 2 in difficult circumstances: in trouble, such as with money: He is in difficult circumstances because he has no job. 3 under no circumstances: never, in no way: The mother told her daughter that under no circumstances is she to go out alone at night. 4 under the circumstances: because the situation requires it: His father was having his eyes operated on; so under the circumstances, the son stayed with him until he could see. -adj. circumstantial /srkmstnl/.Thesaurus: circumstance n. 1 an event, issue, occurrence  4 thus, therefore, consequently.",9
city slicker,"  n.infrml. s.o. who is used to the comforts of the city, and is not used to country life: City slickers go everywhere in the country during vacation.",9
civil rights,"  n.pl. in the USA, the rights of each citizen guaranteed by the US Constitution, such as the rights to vote and not be discriminated against because of race, ethnic background, etc.: The political movement for civil rights was strongest during the 1950s and 1960s. See: nonviolent, USAGE NOTE.",9
civilization,"/svlzen/  n. [C;U] a high level of government, laws, written language, art, music, etc., within a society or culture: Ancient Greek civilization had important effects on Roman culture.Thesaurus: civilization n. a society, culture.",9
clear-headed,/klrhdd/  adj. having a  clear mind: He was out all night drinking and is not clear-headed.,9
coffee table,"  n. a long, low table often set in front of a sofa: After dinner, we drank coffee and put the cups on the coffee table.",9
cold-blooded,"/koldbldd, kol/  adj. 1 having a body temperature that varies with the outside temperature: Snakes and insects are cold-blooded animals. 2 pej. having no feeling or emotion: a cold-blooded murder||a killing in cold blood",9
cold-hearted,"/koldhrtd/  adj. having no feeling for the needs of others, (syn.) insensitive: He is a cold-hearted businessman who shows no kindness to others.",9
colonization,"/klnzen/  n. [U] the process of gaining control of another country or land, esp. by sending groups of people, who are still governed by their home countries, to live there: The colonization of the Americas by the Spanish took many years.",9
commencement,/kmnsmnt/  n.frml. 1 [C;U] a beginning: a commencement of  political negotiations 2 [C] graduation ceremonies at a school or college: Parents attended the commencement of their sons and daughters from high school.,9
commissioner,/kmnr/  n. 1 an official in charge of a government department or an athletic association: The police commissioner of New York||the baseball commissioner 2 a member of a commission,9
common sense,"  n. [U] the understanding of s.t. from thinking intelligently and from everyday experience, (syn.) good judgment: He knows about the harmful effects of smoking cigarettes, so it is common sense to stop.",9
common stock,  n. [U] shares of a company that have a claim on that company's assets after all other debts are paid: The New York Stock Exchange trades the common stock of thousands of companies.,9
commonwealth,"/kmnwl/  n. 1 a state or a nation governed by the people for the common good (commonwealth), (syn.) republic: Virginia and Massachusetts are commonwealths, as is the nation of Australia. 2 the Commonwealth: the free association of former British colonies and dominions: Canada, India, and Kenya are all members of the Commonwealth.",9
communicable,/kmyunkbl/  adj. capable of being communicated or given to others: The common cold and the plague are communicable diseases.,9
compact disc,"/kmpkt/  or CD n. a disc used to record music, other sounds, images, and other information that is read by a laser: We use compact discs to play music on our stereo.",9
compensation,"/kmpnsen/  n. 1 sing. [U] payment in money: Her compensation from the company is $50,000 per year. 2 [U] payment in satisfaction: That teacher is not paid much, but he gets compensation from his love of teaching.Thesaurus: compensation 1 a salary, wage 2 a reward.",9
complication,"/kmplken/  n. difficulty, problem: A serious complication came up during the operation; her heart stopped beating.",9
conciliatory,"/knslitri/  adj. seeking to please, esp. to stop s.o.'s anger: After arguing with her, he made conciliatory remarks about how much he loves her.",9
condensation,"/kndnsen, dn/  n. 1 [C;U] a piece of writing made shorter, (syn.) an abridgment: This 10-page summary is a condensation of a 100-page report. 2 [U] liquid formed from a gas: In cold weather, condensation forms on the kitchen window.",9
confidential,"/knfdnl/  adj. intended for only a few people to know, almost  secret: The doctor keeps his patients' health records confidential; only his nurse and the patient can see them. -n. [U] confidentiality /knfdntilti/; -adv. confidentially.Thesaurus: confidential private, restricted. Ant. public.",9
confirmation,"/knfrmen/  n. [C;U]  1 written or spoken proof that s.t. is done, (syn.) verification (of an order, reservation, fact, etc.): The store sent me written confirmation of my order for a new sofa. 2 an act of making s.t. legal or formally accepted: the confirmation by the Senate of a judge to the Supreme Court||the confirmation of a rumor  as true",9
conglomerate,"/knglmrt/  n. a large corporation, usu. with many different kinds of businesses: That conglomerate has some companies that make clothing, some that make candy, and others that make cigarettes.",9
congratulate,"/kngrtlet, grd/  v. [T] -lated, -lating, -lates to praise for s.t. well done or important: I would like to congratulate you on your promotion to manager.",9
congregation,"/kgrgen/  n. a group of people, esp. those at a church service: The minister spoke to the congregation.",9
consequently,"/knskwntli, kwnt/  adv. following as a result: She lost a lot of weight and consequently feels better.",9
conservation,"/knsrven/  n. [U]  1 keeping s.t. from getting into bad condition, (syn.) preservation, esp. of nature: Conservation of forests by law keeps them looking beautiful. 2 protecting s.t. from becoming weak: conservation of one's energy, wealth, etc. See: conserve.",9
conservative,"/knsrvtv/  adj. 1 having  a political view toward keeping old and often proven ways of doing things: In the USA, Republicans are the conservative party. 2 slow to change, cautious  3 not too much or too high: She is conservative in her spending.||He made a conservative estimate of the costs. 4 not showy, restrained in manner and dress: Tomiko is a banker who wears a conservative business suit to work.  n. a person who is a conservative -adv. conservatively. See: Republican, USAGE NOTE.Thesaurus: conservative 2 conventional, old-fashioned, wary 3 careful, prudent, moderate 4 traditional, dark-colored. Ant. showy.",9
conservatory,"/knsrvtri/  n. -ries 1 a school for music: She studied the piano at a conservatory. 2 a glass greenhouse structure, usu. attached to a house: On summer evenings they dined in the conservatory.",9
considerable,"/knsdrbl/  adj. much, a lot: That family owns a considerable amount of land. -adv. considerably.",9
constipation,"/knstpen/  n. [U] difficulty in moving waste from one's bowels:  He suffers from constipation, because he eats too much bread and meat, but he doesn't  eat fruit. -v. [T] constipate /knstpet/; -adj. constipated.",9
constituency,"/knsttunsi/  n. -cies 1 a group of people who are loyal to a politician   2 the voters in a politician's area, district, or state: The Senator sent a newsletter to her constituency about what she had accomplished. -n. adj. constituent.",9
constitution,"/knsttun/  n. 1 the principles and rules, set forth in a written document, governing a country: The American constitution guarantees that the people have certain rights. 2 one's body and its strength: He has a strong constitution and is seldom sick. -adj. constitutional.",9
construction,"/knstrkn/  n. 1 [U] the act(s) of building s.t.: That house has been under construction for two months now. 2 [U] the way in which s.t. is built: The finest materials are being used, so the house will be of solid construction.",9
constructive,"/knstrktv/  adj. 1 useful: The office manager has a lot of constructive ideas for solving problems. 2 helpful,  positive: She always has a constructive attitude; whenever I have a problem, she helps me find a solution.",9
consultation,/knslten/  n.frml. [C;U]  1 the act of consulting with s.o.: Doctors have consultations with their patients. 2 a private talk with s.o.: Mr. Jones is in consultation and cannot be disturbed.,9
contact lens,"  or contact lenses or contacts n. a small, round lens put directly on top of the cornea of the eye to improve one's eyesight: I put my contacts in every morning and take them out at night.",9
contemporary,"/kntmprri/  adj. of today, (syn.) modern: We like contemporary furniture in our apartment.  n. -ies another person of the same age or sharing the same time period: George was a contemporary of mine at my old job; we both worked there in the 1980s.",9
contemptible,/kntmptbl/  adj. worthy of contempt: He is so cowardly that he behaves in a contemptible manner.,9
continuation,"/kntnyuen/  n. 1 [U] unbroken activity: Continuation of business was not interrupted by the bad storm. 2 [C] the continuing of s.t., esp. after a pause: Part 2 of the movie on TV was a continuation of Part 1.",9
contract (1),"/kntrkt/  n. an agreement, usu. written and signed by those making it: I signed a contract for the purchase of a new car.  v. [I;T]  1 to make a written agreement: I contracted for delivery of a new car. 2 phrasal v. sep. [T] to contract out: to have work done for a business outside that business: They contract out their accounting to an outside accounting firm. See: outsourcing. ",9
contract (2),"/kntrkt/  v. 1 [I] to become smaller: When you bend your arms, your muscles contract. 2 [T] frml. to develop or catch a disease: He contracted tuberculosis.",9
contribution,"/kntrbyun/  n. [C;U]  1 a giving of money, one's time, etc., donation: That rich man makes big contributions to charity. 2 positive or helpful participation: She made an important contribution to the company's success.Thesaurus: contribution n. 1 a gift, payment 2 (to play) a role/part, (to have) a say, (to have) input/involvement in s.t.",9
contributory,/kntrbytri/  adj. 1 involving or requiring a contribution: Our company has a contributory health plan where each employee must pay 20 percent of the cost. 2 helping to make s.t. happen: Bad weather was a contributory factor in the accident.,9
conventional,"/knvnnl/  adj. based on or conforming to accepted ways of doing things, (syn.) traditional: People give conventional greetings to each other, like, ""Hi, how are you?"" -adv. conventionally.",9
conversation,"/knvrsen/  n. [C;U]  1 a talk: I had a conversation about the party with my friend. 2 to make conversation: to talk to be friendly and polite: While waiting at the bus stop, I made conversation with a stranger about the weather. -adj. conversational.Thesaurus: conversation 1 a chat, discussion.",9
coordination,"/kordnen/  n. [U]  1 the act of making arrangements for a purpose: The coordination of that project is done by the teacher. 2 harmony of various elements  3 the ability to move the body well, basic athletic ability: Baseball players need to have good coordination; their eyes, arms, and legs need to work together.",9
corporal (1),"/krprl, prl/  adj.frml. related to the body, not the spirit: In the USA it is against the law to use corporal punishment in schools.",9
corporal (2),  n. an officer in the US Army or Marine Corps ranking below a sergeant,9
cosmopolitan,"/kzmpltn/  adj. from or of many parts of the world, (syn.) international: Hong Kong is a cosmopolitan city with people from all over the world.  n. [C] a sophisticated person who is comfortable anywhere: She is a cosmopolitan who speaks seven languages and has apartments in several foreign cities.",9
counterclaim,"/kantrklem/  n.v. [I;T] an accusation or charge made against s.o. who has made an accusation: Our company says that a customer owes us money, but that customer makes the counterclaim that we owe him money. See: to countersue.",9
counteroffer,"/kantrfr, fr/  n. a different offer made as a response to s.o. else's offer: I offered to sell my house for $100,000 and the buyer made a counteroffer of $90,000. See: counterproposal.",9
cover letter,  n. a letter sent to explain s.t.: I sent a cover letter with my résumé to apply for a job.,9
cream cheese,"  n. a soft, white, smooth cheese made of milk and cream: She put cream cheese on her toast.",9
credit limit,"  n. a limit on the amount of money available on credit: The credit limit on my Visa card is $7,000.",9
cross-legged,"/krslgd, lgd/  adj. with one leg placed over the other: She sat cross-legged on the floor.",9
crown jewels,  n.pl. the jewels of a king or queen: The queen wears some of the crown jewels on special occasions.,9
crown prince,  or crown princess n. the child of a king or queen who is the legal heir to the throne: The crown princess is in training for becoming queen one day. See: heir  apparent.,9
custom-built,"  adj. made the way s.o. wants it, made to one's specifications: Their house is custom-built with a large kitchen.",9
decaffeinate,"/dkfnet/  v. [T] adj. -nated, -nating, -nates to remove or lessen the caffeine, esp. in coffee: He drinks <adj.> decaffeinated coffee in the evening.",9
decentralize,"/disntrlaz/  v. [T] -ized, izing, -izes to move from one large center  of activity, authority, etc., out into several smaller centers: The large corporation decentralized its manufacturing operations into five regional facilities. -n. [U] decentralization  /disntrlzen/.",9
decongestant,/dikndstnt/  n. a medication used to lessen nasal congestion: I use a  decongestant to clear my nose when I have a cold or allergy. -v. decongest.,9
degeneration,/ddnren/  n. [U] the process of falling to a lower condition or standard: They left New York because of the degeneration in the quality of city life.,9
delegate (1),"/dlgt/  n. a representative (of a government, political party, etc.) with the power to speak, act, or vote: Many nations send delegates to the United Nations.",9
delegate (2),"/dlget/  v. [T] -gated,  -gating, -gates to give (power or authority to s.o. to act in one's place): The president delegates authority to his vice presidents. -n. [U] delegacy /dlgsi/.",9
deliberation,/dlbren/  n. [C;U] an act of discussing or debating: The Senate began its deliberations yesterday.,9
deliberative,"/dlbrtv, retv/  adj. characterized by deliberation: The United Nations is a deliberative body.",9
delicatessen,"/dlktsn/  n. a food market and sandwich shop featuring high quality cooked meats and other fine foods, such as cheeses, condiments, and pastries: Many people like to go to a delicatessen for lunch. See: deli.Usage Note: The type of food sold in a delicatessen depends on the store's location in the USA. A New York deli traditionally sells Reuben sandwiches, made from rye bread, corned beef, Swiss cheese, and sauerkraut (pickled cabbage). A deli in California may sell California Rolls, a Japanese-style dish made of rice, avocado, and crab meat rolled in a piece of seaweed.",9
demilitarize,"/dimltraz/  v. [T] -rized, -rizing, -rizes to remove the military from an area: The two nations at war agreed to demilitarize a zone between them.",9
demographics,/dmgrfks/  n.pl. demographic information about groups of people used esp. in politics and marketing: The demographics of New York show a great variety of people.,9
demonstrable,/dmnstrbl/  adj. able to be shown or demonstrated: Our company's product has demonstrable advantages over theirs. -adv. demonstrably.,9
demonstrator,/dmnstretr/  n. 1 a protester: Demonstrators carried signs as they marched and shouted. 2 a person who explains s.t.: a demonstrator of a new product 3 a product used as an example: a demonstrator model of a new car,9
denomination,"/dnmnen/  n. 1 a religious group with its own set of beliefs within a larger religion: Within Christianity, there are many denominations, such as Catholocism, Methodist, and Lutheran. 2 an amount (of money): The bank robbers got only bills in small denominations, such as fives and tens. -v. [T] denominate; -adj. denominational. ",9
denunciation,"/dnnsien/  n. [C;U] strong statement against, condemnation (usu. in public): The government issued a denunciation of the terrorist group.",9
depoliticize,"/dipltsaz/  v. [T] -cized, -cizing, -cizes to remove the politics from a situation: The President depoliticized poverty issues and has all parties working together on solving their causes.",9
depreciation,"/dpriien/  n. [U] reduction in value, esp. for tax purposes: How do you calculate the rate of depreciation for taxes?",9
destructible,/dstrktbl/  adj. capable of being destroyed: The army wanted vehicles that were not easily destructible.,9
dictatorship,"/dktetrp, dkte/  n. a form of government with complete power in the hands of one person: The dictatorship in that country has lasted for 30 years.",9
differential,"/dfrnl/  n.adj. 1 the amount of a difference, esp. in comparisons of money (pay, cost of living, rates of interest, etc.): We must consider the differential in the cost of living between New York and New Orleans. 2 the mathematics of variations: differential calculus 3 differential rate: a difference in rates of pay to workers: The company pays a differential rate in wages, more for employees in New York than in Alabama.",9
directorship,"/drktrp, da/  n. the position of director: His directorship ends next year.",9
dirty tricks,"  n.pl. dishonest or tricky practices, esp. in politics: The campaign manager put out false information about the opposing candidate; he played dirty tricks on him.",9
disadvantage,"/dsdvntd/  n. 1 s.t. that hurts or gets in the way (of success): The high cost of living is a disadvantage to living in a big city. 2 at a disadvantage: in a bad position: The team was at a disadvantage because their star player was sick.Thesaurus: disadvantage  1 a drawback, downside | problem, obstacle.",9
disagreeable,"/dsgribl/  adj. 1 unfriendly (uncooperative, difficult to deal with): She is so disagreeable that no one will work with her. 2 unpleasant: a disagreeable job to do -adv. disagreeably.",9
disagreement,"/dsgrimnt/  n. 1 a difference of opinion: We are in disagreement about what to do. 2 an argument, conflict: They had a violent disagreement over money. 3 a difference, a failure to be the same: There is a disagreement between the two descriptions of what happened.Thesaurus: disagreement 1 a misunderstanding. Ant. an agreement. 2 a dispute, clash, falling out 3 adisparity frml. ",9
disassociate,"/dssoiet, siet/  v. [T] -ated, -ating, -ates to separate, esp. oneself: He disassociated himself from a group of bad people (a dishonest act, an organization, etc.). -n. [U] disassociation.",9
disciplinary,/dsplnri/  adj. characterized by punishment: The university administration took disciplinary action against the students on strike.,9
disconnected,"/disknktd/  adj. 1 removed, detached: The machine doesn't work because of a disconnected wire. 2 having lost contact during a telephone call: We were disconnected during our conversation. 3 (of ideas) unclear because of poor connections between parts, (syn.) incoherent: a disconnected story (set of remarks, presentation, etc.) -n.[C;U] disconnection.",9
disconsolate,"/dsknslt/  adj.frml. hopelessly sad, (syn.) melancholy: She was disconsolate over the death of her dog. -adv. disconsolately.",9
discourteous,"/dskrtis/  adj. impolite, rude: I spoke to the manager after a salesperson was quite discourteous to me. -adv. discourteously.",9
discriminate,"/dskrmnet/  v. -nated, -nating, -nates 1 [I;T] to see the differences (between): The expert discriminated between two periods of art. 2 [I] to discriminate (against): to treat (s.o.) unfairly, esp. because of prejudice based on race, sex, age, religion, etc.: Some whites discriminate against blacks.",9
disenchanted,"/dsntntd/  adj. no longer believing in (s.t. that was valued), (syn.) disillusioned: Her boss made her promises but didn't keep them; now she is disenchanted with him. -n. [U] disenchantment.",9
disestablish,/dsstbl/  v. [T] to remove s.t. from an official position: The new government disestablished the church (as the official church of the state).,9
dishonorable,"/dsnrbl/  adj. disgraceful, shameful, offensive to moral standards: His stealing money that was entrusted to him was dishonorable. -adv. dishonorably.",9
disinfectant,/dsnfktnt/  n. [C;U] a germ killer: Hospitals use strong disinfectants to keep the rooms clean.,9
disinflation,"/dsnflen/  n. [U] a slowing of the increase in prices of goods and services (as contrasted with deflation, which is a drop in prices): We are in a period of disinflation during this recession.",9
disingenuous,"/dsndnyus/  adj. not open and honest, insincere: She is disingenuous when she says that she loves him; she doesn't. -adv. disingenuously.",9
disintegrate,"/dsntgret/  v. [I] -grated, -grating, -grates to break into small pieces, fall apart: The papers were so old that they disintegrated when touched.",9
disobedience,"/dsbidins/  n. [U] refusal to follow an order or rule: Disobedience of orders is a serious offense in the military. -adj. disobedient; -adv. disobediently.Thesaurus: disobedience defiance, insubordination, noncompliance. Ant. obedience.",9
disorganized,"/dsrgnazd/  adj. confused, not in order: She is so disorganized that she can never find anything.Thesaurus: disorganized disorderly, messed up infrml. (people) | out of place, jumbled, chaotic(things). Ant. organized.",9
dispensation,"/dspnsen, pn/  n. [C;U] a right or permit given as an exception to a rule, law, or custom: The town gave the school a dispensation to allow school buses to park in the no-parking zone.",9
disreputable,"/dsrpytbl/  adj. having a bad reputation, not to be trusted: She advised us not to do business with that disreputable company. -adv. disreputably.",9
dissertation,"/dsrten/  n. a long formal treatment of a subject, esp. one written for a higher university degree: After years of writing her doctoral dissertation, it was accepted and she received her Ph.D.",9
