word,definition,weight
altercation,"/ltrken/  n.frml. a struggle, such as a fight; a heated argument: Two men had an altercation about who should get the parking space.",9
alternative,"/ltrntv/  n. another choice (way, means, etc.): We can take a boat to Florida or, as an alternative, we can fly.  adj. different: An alternative way would be to travel by railroad. -adv. alternatively. See: lifestyle, USAGE NOTE.",9
Americanism,"/mrknzm/  n. a saying or expression found only in American English: The expression of surprise ""Well, I'll be darned!"" is an Americanism.",9
Americanize,/mrknaz/  v. [I;T] to become similar to people in the USA in appearance or character: The Iranian woman no longer wears robes but wears dress suits and even wears jeans on the weekend. She's been Americanized.,9
amphetamine,"/mftmin, mn/  n. [C] a type of drug that causes increased activity: Amphetamines are used in diet pills and for Parkinson's disease, yet they are also abused by drug addicts.",9
anachronism,"/nkrnzm/  n. s.t. out of its time and place, (syn.) a throwback to another era: It is almost an anachronism to  use a typewriter these days, since computers are used everywhere. -adj. anachronistic /nkrnstk/; -adv. anachronistically.",9
anesthetist,"/nstst/  n. a person trained to administer anesthetic: Before the surgeon began the operation, the anesthetist gave the patient a shot to numb the patient's leg. -v. [T] anesthetize /nstaz/.",9
Anglo-Saxon,"/glosksn/  n.adj. a person of English heritage or one of the Germanic peoples (the Angles, Saxons, and Jutes) that invaded England in the fifth and sixth centuries: ""Beowulf,"" probably written in the eighth century, is the best known piece of <adj.> Anglo-Saxon literature.",9
anniversary,/nvrsri/  n. -ries the date one year (and in following years) after the date on which an event took place: Our first wedding anniversary was last Tuesday.,9
anno Domini,"/nodmni, na/  adv.frml. See: A.D.",9
antiquarian,"/ntkwrin/  n.adj. a person who has to do with or deals in antiques or other old, rare objects: The antiquarians of Paris have their showrooms along the river Seine.",9
anti-Semite,"/ntismat/  n. a person who is hostile toward or discriminates against Jews: Hitler was an anti-Semite. -adj. anti-Semitic /ntismtk, nta/; -n. [U] anti-Semitism /ntismtzm, nta/.",9
aphrodisiac,"/frdizik, d/  n. a substance thought to cause sexual excitement: In many parts of the world, alcohol is drunk as an aphrodisiac.",9
application,"/plken/  n. 1 [C] a document or blank form for writing down information for a specific purpose, such as requesting a job or a loan: I filled out an application for a job at the factory. 2 [C] a use in s.t.: Mathematics has applications in science. 3 [C;U] the act of putting s.t. on: An application of paint improved the appearance of the house.Thesaurus: application 1 a request for (job, driver's license)  2 the relevance to (or) of, suitability of 3 spreading on, a treatment with (paint, face cream).",9
appointment,"/pntmnt/  n. 1 [C] a time, place, and date to see s.o.: I have a doctor's appointment tomorrow. 2 [C;U] the act of giving s.o. a job or position: The appointment of the new judge by the governor took place last week.Thesaurus: appointment 1 a meeting, a date | engagement frml. Ant. cancellation.  2 a job offer, naming. Ant. dismissal.",9
appreciable,/pribl/  adj. 1 capable of being estimated or perceived: I can find no  appreciable differences in the witnesses' descriptions of the accident; they seem the  same. 2 capable of increasing (in value): We bought an appreciable piece of property. -adv. appreciably.,9
approbation,/prben/  n.frml. [U] formal approval: The committee of professors gave approbation of my application to go to graduate school.,9
appropriate,"/proprit/  adj. correct, suitable: That school is excellent, so she made the appropriate choice in going there.  v. [T] /propriet/ -ated, -ating, -ates 1 to allocate, make (money) available: The government appropriated funds for the construction of a park. 2 to take by force of law, confiscate: The state appropriated the farmer's land to build a highway on it. -n. [C;U] appropriation /proprien/.Thesaurus: appropriate adj. right, proper. Ant. inappropriate.",9
approximate,"/prksmt/  adj. estimated, not exact: The builder gave an approximate cost for the roof repairs.  v. [T] /prksmet/ -mated, -mating, -mates to estimate, guess: The mechanic approximated the cost of a new engine for my car. -adv. approximately; -n. [U;C] approximation /prksmen/.",9
arbitration,/rbtren/  n. [U] the process of solving disagreements with the help of an impartial person or group: The wage disagreement is under arbitration.,9
archaeology,"/rkildi/  n. [U] the study of human life and civilizations through items of the past such as buried houses, statues, pots, etc.: I took a course in archaeology before  we traveled to Egypt. -adj. archaeological /rkildkl/; -adv. archaeologically; -n. archeologist /rkildst/.",9
archdiocese,"/rtdass, sis, siz/  n. (in Catholocism) the head office of a group of churches: The archdiocese is headed by an archbishop.",9
archipelago,/rkplgo/  n. -gos or -goes a string of islands in a sea: Indonesia is a nation of archipelagos.,9
aristocracy,/rstkrsi/  n. -cies 1 a group of people named as nobles by the king or queen in a country: Much of the aristocracy was killed during the French Revolution. 2 the upper class: Doctors and lawyers are often considered the aristocracy in our city.,9
arrangement,"/rendmnt/  n. 1 [C;U] agreement, understanding: By arrangement with our neighbor, our lawn will be mowed once a week while we are away. 2 [C] something made by putting things together: The flower arrangements at the wedding were beautiful. 3 [C] an adaptation, changed piece of music: The guitarist wrote a new arrangement of the old song. 4 to make arrangements for s.t.: to schedule, prepare, such as hotel and airline reservations: I have made all the arrangements for our summer vacation.Thesaurus: arrangement(s) plans, preparations.",9
art gallery,"  n. a place, esp. a showroom, to display works of art, such as paintings, sculpture, etc.: The artist had a showing of her works in a well-known art gallery.",9
assassinate,"/ssnet/  v. [T] -nated, -nating, -nates to murder s.o. in a planned way: President Kennedy was assassinated in 1963. -n. [C;U] assassination /ssnen/.",9
assemblyman,/smblimn/  n. -men /mn/ a member of a local or state legislature: The assemblyman from our district has an office near city hall. -n. assemblywoman /smbliwmn/ -women /wmn/.,9
association,"/sosien, i/  n. 1 [C] a group with common interests, (syn.) an alliance: Our company belongs to the National Association of Manufacturers. 2 [U] relationship, affiliation: We work in association with our neighbors to improve the community. 3 [C] a connection, (syn.) a correlation: Experts have found an association between poverty and crime.",9
atomic bomb,  n. See: atom bomb.,9
audiovisual,"/diovul/  adj. related to the educational use of a variety of teaching aids, such as charts, films, videos, television, overhead transparencies, and other forms of nonwritten instruction: During the 1940s, audiovisual education was introduced.",9
avant-garde,"/vntgrd, /  n.adj. [U] pathbreakers, people in the forefront (of  art, fashion, literature, social thought, product development, etc.): The <n.> avant-garde  in fashion this summer are wearing short skirts.",9
average Joe,"/do/  n.infrml. an ordinary guy, the common man: The average Joe doesn't care about international politics.",9
baby boomer,"  or boomer n. a person born after World War II between 1946 and 1965 along with a great many other children, creating a baby boom: Businesses advertise their products to baby boomers who are a very large group of customers.",9
back burner,  n.infrml. fig. inactive status: The company put its plans for a new building on the back burner until business gets better.,9
backstabber,"/bkstbr/  n.infrml. fig. a person who seems friendly but says bad things about people, (syn.) a malicious gossiper: Paul is a horrible backstabber; George told him secrets, and then Paul used them to get George in trouble.",9
barbed wire,/brbd/  n. [U] a wire with sharp points on it used as a fence: Farmers use barbed wire to keep cattle and sheep in their pastures.,9
barbiturate,"/brbttrt, ret/  n. a drug that calms, a sedative: Her doctor gave her a barbiturate to help her sleep",9
basket case,"  n.slang s.o. who is very tired and can't function: After her mother died, she was a basket case for a month.",9
battlefield,/btlfild/  n. 1 a place where battles are fought  2 fig. a place where people are always arguing: Arguments between employees turned the company into a battlefield.,9
beachcomber,/bitkomr/  n. 1 a person who looks for pretty things on a beach: The beachcomber looks for seashells. 2 a person who sells things he or she finds on the beach.,9
bear market,  n. a financial market in which the value of stocks and bonds goes down: Investors usually lose money in a bear market.,9
belligerent,"/bldrnt/  adj. angry, ready to fight: His belligerent attitude made it difficult to work with him. -n. [U] belligerence.",9
benediction,"/bndkn/  n. a request for divine favor, (syn.) a blessing: The priest gave the benediction on Sunday morning.",9
beneficiary,"/bnfri, firi/  n. -ries s.o. who receives s.t. good, (syn.) a recipient, esp. from s.o. who dies: His wife was the beneficiary of his will and got all his money when he died.||I am the beneficiary of his kindness.",9
benevolence,"/bnvlns/  n. [U] an act of generosity and kindness: As an act of benevolence, she helped her unemployed son pay his rent -adj. benevolent; -adv. benevolently.",9
best-seller,"/bstslr/  n. a book or recording (music, comedy, etc.) that sells many copies: Her novel about life in Canada was a  best-seller.",9
Big Brother,"  n. a dictator, (syn.) an oppressive state: People who live in countries with cruel leaders often feel that Big Brother is watching them.",9
big leagues,"  n.infrml. (from baseball) highest level of competition, major leagues: He worked in a small town, then moved to New York and hit the big leagues.",9
big-hearted,"/bghrtd/  adj. generous, warm, and friendly, (syn.) compassionate: She is always doing s.t. good for s.o.; she's  big-hearted.",9
billionaire,"/blynr, blynr/  n. a person who has a billion dollars or property of that worth",9
biofeedback,/baofidbk/  n. [U] a way of controlling the mind to lower the blood pressure and heartbeat,9
bittersweet,"/btrswit/  adj. 1 having a mixture of good and sad feelings: She had bittersweet thoughts about moving to a new city. 2 a type of chocolate that has little sugar n. a plant, climbing vine with orange and yellow berries",9
black magic,"  n. [U] a demonic practice that tries to harm others, (syn.) witchcraft: He used black magic to make his enemies get sick.",9
black widow,  n. a spider of which the female is highly poisonous: Black widow spiders are found in the Americas.,9
blockbuster,/blkbstr/  n.fig. a big surprise or great success: That new movie is a blockbuster.,9
bloodstream,/bldstrim/  n. the flow of blood through the vessels: Her bloodstream was blocked in her right leg.,9
blue bonnet,"  n. a plant with small flowers, found in the Texas region",9
blue cheese,"  n. a rich, sharp, thick white cheese with blue areas: Would you like blue cheese or Italian dressing on your salad?",9
blue streak,"  n.fig. a stream of words: Once he gets started, he'll talk a blue streak for hours.",9
blue-collar,"  adj. of people who work with their hands in jobs that require some training, working-class: Most blue-collar workers in the USA do not belong to unions. See: white-collar.Usage Note: Blue-collar refers to people who work at manual jobs; traditionally such laborers have belonged to the working class. Blue-collar therefore is also used symbolically to refer to the working class. White-collar workers generally work in office jobs and form the middle or upper-middle classes of North American  society. ",9
boilermaker,"/blr,mekr/  n. 1 a technician who fixes boilers  2 slang a beer with whiskey: He drinks boilermakers after work.",9
boilerplate,"/blrplet/  n.fig. standard legal language used in many contracts: The contract (lease) to rent the apartment was just boilerplate with a few blank lines to fill in one's name, date, and the rent.",9
boiling mad,"  adj. to be very angry, (syn.) enraged: She was boiling mad when her briefcase was stolen.",9
bottom line,"  n. 1 the line on a company's accounting statement that shows profit or loss: She cut $500,000 from the company's expenses, which went right to the bottom line. 2 fig. the important, (syn.) crucial point: The bottom line is that we have to increase our sales or take a cut in pay.",9
brain trust,  n. a group of experts (usu. serving a politician): The President has a brain trust of professors to help him with the economy.,9
breadbasket,"/brdbskt/  n.fig. the region where a lot of food is produced, (syn.) the heartland: The Midwest is the breadbasket of the USA.",9
breadwinner,/brdwnr/  n.fig. a person who works to support others: She is a breadwinner who supports two children.,9
breast-feed,"/brstfid/  v. [T] -fed /fd/, -feeding, -feeds to give milk to a baby from a woman's breasts: She breast-feeds her baby several times a day. -n. [U] breastfeeding.",9
bric-a-brac,/brkbrk/  n. used with a sing. or pl.v. small decorative items: The bric-a-brac on her table includes little vases and china  animals.,9
bright-eyed,/braitad/  adj.fig. 1 quick and eager: He is a bright-eyed child. 2 bright-eyed and bushy-tailed: quick of mind and eager to work: Companies like workers who are bright-eyed and bushy-tailed.,9
broken-down,"  adj. not working, (syn.) in disrepair: My car is a broken-down mess; the wheel fell off.",9
brotherhood,/brrhd/  n. 1 [U] the state of being a brother  2 [C;U] a group with a common interest: the brotherhood of street cleaners,9
bucktoothed,/bktut/  adj. having teeth that stick out over the lower lip,9
bulletproof,/bltpruf/  adj. capable of stopping bullets: The police wear bulletproof vests.,9
bureaucracy,/byrkrsi/  n. -cies a group of government or business departments with complex rules and slow decision making: Her application for citizenship has not gotten through the bureaucracy.,9
bush-league,"  adj. 1 (from baseball) teams that are worse than top professional ones   2 weak, (syns.) inferior, second-rate: He runs a bush-league business.",9
businessman,/bznsmn/  n. -men /mn/ a man who does business: Business-men travel all over the world.Usage Note: Businessperson is used to discuss both men and women in business.,9
button-down,  or buttoned-down n. a shirt with buttoned collars: He wears button-downs.  adj.fig. upper-class conservative: That company is very buttoned-down and old fashioned.,9
cabin fever,"  n. [U] a feeling of restlessness and a desire to be outdoors: By the end of winter, many people suffer from cabin fever.",9
calculating,"/klkylet/  adj. coldly and carefully arranging things or manipulating people for one's own selfish purposes, (syn.) manipulative: She is a calculating woman, always trying to get other people to do what she wants.",9
calculation,"/klkylen/  n. [C;U] 1 an act of doing math: Scientists use computers to help them make their calculations. 2 careful planning, often for selfish purposes",9
calligraphy,"/klgrfi/  n. [U] the art of fine, elegant handwriting",9
camaraderie,"/kmrdri, r, k/  n. [U] a good feeling of togetherness, friendship",9
candlestick,"/kndlstk/  n. a holder for a candle: Candlesticks are often made of metal, like brass, silver, or gold.",9
cannibalize,"/knblaz/  v. [T] -ized, -izing, -izes fig. to destroy s.t. for use in s.t. else: The sales of the company's new product cannibalized the sales of their old product.",9
capital (1),"/kptl/  n. the official city where a state, provincial, or national government is located: Washington, DC is the capital of the USA.Usage Note: In the USA, the building(s) where a state's or the country's elected officials meet is called the capitol, spelled with an ""o"".",9
capital (2),"  n. [U] 1 wealth, such as money, land, buildings, etc., owned by a person, business, or institution (church, government) 2 the net worth of a business: The capital of a business is the value of its assets (cash, buildings, land, etc.) after liabilities (money owed, etc.) are subtracted. 3 money put into a business by its owners or outside stockholders: Businesses use capital to buy new equipment and new inventory. See: working capital.Thesaurus: capital (2) 1 the funds, resources 2 the funds.",9
capital (3),"  n.adj. a letter written in tall form, (syn.) uppercase: This sentence begins with a <n.> capital (or) a <adj.> capital T.",9
carbon copy,"  n. -ies 1 a duplicate copy of s.t. made with carbon paper: He made carbon copies of the company's reports in the 1970s; today he uses a copy machine. 2 s.t. that looks just like s.t. else, (syn.) an imitation: His style of playing tennis is a carbon copy of his teacher's. See: carbon paper; photocopy.",9
cartography,/krtgrfi/  n. [U] the art and science of making maps: He learned cartography at the university. -n. cartographer.,9
cataclysmic,"/ktklzmk/  adj.frml.  relating to a violent event, such as an earthquake, flood, or revolution, (syn.) catastrophic: The huge fire was a cataclysmic event that destroyed the town. -n. cataclysm /ktklzm/.",9
catastrophe,"/ktstrfi/  n. 1 a great disaster: Strong earthquakes are catastrophes that kill thousands of people. 2 a great defeat, failure: The company lost its biggest customer and that was a catastrophe for its future. -adj. catastrophic /ktstrfk/.Thesaurus: catastrophe n. 1 and 2 a great misfortune, tragedy | calamity frml. Ant. a success.",9
categorical,"/ktgrkl, gr/  adj. with complete certainty, (syns.) absolute, unequivocal: He made a categorical statement that he did not commit the crime.",9
caterpillar,"/ktplr, tr/  n. a small, usu. fuzzy worm-like creature with many legs: A caterpillar turns into a butterfly or moth at a later stage in its life. See: larva.",9
cauliflower,"/klflar, k/  n. [C;U] a plant in the cabbage family whose white, densely flowered head  is eaten as a vegetable: Boiled cauliflower tastes good with melted cheese on it.",9
centerpiece,/sntrpis/  n. 1 a decoration placed in the center of a table: The centerpiece was a bowl of flowers. 2 fig. the most important feature of s.t.: Cutting taxes was the centerpiece of the politician's campaign.,9
certificate,"/srtfkt/  n. a formal document that states, under oath, a fact, qualification, or promise: I showed my birth certificate when I applied for a passport.Thesaurus: certificate documentation, credential, official document.",9
chain store,  n. a store owned by a person or company that has others by the same name in many locations: Chain stores buy products in large amounts to offer cheaper prices.,9
chairperson,"/trprsn/  n. -persons a male or female head of a meeting, committee, or school faculty: She is the chairperson of the history department at the University of South Florida. -n. chairman /trmn/; chairmanship; chairwoman /trwmn/.",9
chambermaid,"/tembrmed/  n. a cleaning woman, esp. in a hotel: The chambermaids in the hotel clean the rooms and make the beds.",9
charge card,  n. a type of credit card that must be paid completely each month: American Express offers a charge card. See: credit card.,9
cheerleader,/trlidr/  n. 1 one who leads a crowd in cheering for a sports team 2 fig. a leader who strongly encourages others: The company president is the cheerleader for her employees.,9
cheesecloth,"/tizkl/  n. [C;U] a cotton cloth with spaces between the threads, often used to pour foods and liquids through to catch unwanted pieces",9
chewing gum,"  n. [U] a soft, sweet substance made for chewing: She put a stick of chewing gum in her mouth.",9
chicken pox,"  n. [U] a mild disease, mainly of children, with fever and itchy, red, pus-filled spots (a rash) on the skin: Our little girl had the chicken pox for 10 days.",9
chlorinated,/klrnetd/  adj. treated with chlorine to kill germs: Our drinking water is chlorinated. -v. [T] chlorinate.,9
chlorophyll,/klrfl/  n. [U] the green substance in plants,9
cholesterol,"/klstrl, rol/  n. [U] a slippery white crystal-like substance found in the body, including the blood and the brain: Too much cholesterol can block the blood vessels and cause a heart attack.",9
circulation,"/srkyln/  n. 1 [U] the motion of s.t. about a circular path  2 [C;U] the motion of the blood as it is pumped through the body by the heart: For an old man, he has good circulation. 3 [C] the number of copies of a newspaper, magazine, etc., sold at one time: The circulation of the Sunday newspaper is over one million.Thesaurus: circulation 1 the flow, movement.",9
citizenship,"/stznp, sn/  n. [U] the legal status of belonging to a country, usu. including the right to vote: I had to wait five years, but I now have my US citizenship.",9
citric acid,/strk/  n. [U] the acid found in citrus juice,9
claim check,"  or ticket n. a paper ticket or plastic chip with the same numbers on both parts, one attached to an item, the other held by the owner: I showed my claim check at the airport luggage area and claimed my bags.",9
clairvoyant,/klrvnt/  adj.n. able to tell what will happen in the future: She was <adj.> clairvoyant when she said that she would later marry the man that she had just met. -n. clairvoyance.,9
clandestine,"/klndstn/  adj. done in secret, (syn.) covert: The government carries on clandestine activities, like spying. -adv. clandestinely.",9
clergywoman,/klrdiwmn/  -women  /wman/ a woman who is a member of the clergy,9
cliffhanger,"/klfhr/  n. a situation or story where the result is not known until the last moment: That basketball game was a real cliffhanger, won by one point in the last second of play.",9
close shave,"/klos/  n.fig. a close call See: close (1), 6.",9
closed shop,  n. a business where only union members can work: Only a small part of the US workforce is in closed shops.,9
clothesline,/klozlan/  n. a line or rope on which washed clothes are hung out to dry: The wash is hung on the clothesline in the  backyard.,9
Coast Guard,"  n. a type of navy responsible for guarding a country's coast(s) from invasion, helping people in trouble on water, and enforcing laws at sea: The Coast Guard helicopter saved a man whose boat had sunk.",9
cobblestone,/kblston/  n. a stone shaped like a small loaf of bread and used to cover streets: Most of the cobblestone streets are covered over with tar now.,9
coefficient,"  /kofnt/ n. In an algebraic quantity or term, the number or symbol that is multiplied by a variable: The coefficient of 4ab is 4. ",9
coffee shop,"  n. a type of restaurant for serving coffee and usu. inexpensive food. See: café, USAGE NOTE.",9
coffeehouse,"/kfihas, k/  n. -houses /hazz/ a type of restaurant for serving and drinking coffee See: café, USAGE NOTE.",9
coincidence,"/konsdns, dns/  n. [C;U] the happening of two or more events at the same time by chance: By coincidence, she met an old friend on the street whom she had not seen in years. -adj. coincidental /konsdntl/; -adv. coincidentally.",9
cold turkey,"  n.adv. fig.slang to quit or go cold turkey: to stop a bad habit (cigarettes, drugs, alcohol) suddenly and completely: I smoked cigarettes for 20 years; then one day I quit cold turkey.",9
collaborate,"/klbret/  v. [I] -rated, -rating, -rates 1 to work with s.o.: Two writers collaborated in writing a textbook. 2 to help an enemy, (syn.) to commit treason: The army officer collaborated with the enemy, giving them information about the army's plans. -n. [U] collaboration /klbren/;  collaborator; -adj. collaborative /klbretv, brtv/.",9
collectible,"/klktbl/  n.adj. 1 s.t. that is worth being collected: Paintings and stamps are among many <n.pl.> collectibles. 2 money owed that can be collected: That debt is not <adj.> collectible, as the company is out of business.",9
combination,"/kmbnen/  n. two or more things, ideas, or events put together: Chicken soup is a combination of pieces of chicken, vegetables, and water.Thesaurus: combination n. a mixture, blend | union.",9
combine (1),"/kmban/  v. [I;T] -bined, -bining, -bines to join together: Rain and freezing temperatures combine to make snow.||The child combined dirt and water to make mud cakes.Thesaurus: combine (1) to mix. Ant. to separate.",9
combine (2),/kmban/  n. 1 a big machine on wheels used to harvest crops: A farmer ran his combine over the wheat field. 2 a group of people or businesses,9
combustible,/kmbstbl/  adj. capable  of burning: Wood and coal are combustible substances.,9
come-hither,"/kmhr/  adj. inviting s.o. to come over, esp. by a sexy look: She gave the handsome guy a come-hither look.",9
comeuppance,/kmpns/  n. [C;U] well-deserved punishment: That man has been cheating people for years; he got his comeuppance when s.o. finally caught him and had him arrested.,9
comfortable,"/kmftbl, tr, kmfrtbl/  adj. 1 relaxed and restful: I sat on the big, soft sofa and made myself comfortable. 2 s.t. that provides comfort: The big, soft  sofa is very comfortable. 3 enough to be satisfied and happy: She earns a comfortable living.||The front runner has a comfortable lead. 4 feeling s.t. is all right: She is comfortable with the idea of moving to a new city. -adv. comfortably.Thesaurus: comfortable 1 at ease, snug, comfy infrml.  Ant. on edge. 2 snug, cozy, comfy infrml. Ant. uncomfortable. 3 satisfactory, decent. Ants. inferior, poor. 4 content, satisfied, pleased.",9
comic strip,"  n. a picture story, amusing or adventurous, by one artist: The comic strips are in the back of my newspaper.",9
commandment,"/kmndmnt, mn/  n. 1 an order, (syn.) a mandate  2 any of the Ten Commandments in the Bible: God gave Moses the Ten Commandments.",9
commemorate,"/kmmret/  v. [T] -rated, -rating, -rates to celebrate the memory of s.o. or some event: In the USA, they commemorate Independence Day on July 4th. -n. [U] commemoration /kmmren/; -adj. commemorative /kmmrtv,  mmr/.",9
commentator,"/kmntetr/  n. a person, esp. on TV or radio, who explains and/or criticizes events",9
commiserate,"/kmzret/  v.frml. [I] -ated, -ating, -ates to share feelings of sadness with s.o., (syn.) to sympathize with s.o.: When my friend's mother died, I commiserated with her. -n. [C;U] commiseration /kmzren/.",9
commonplace,/kmnples/  adj. frequent or usual: Car accidents are commonplace in the city.,9
communicate,"/kmyunket/  v. -cated, -cating, -cates 1 [I;T] to give information to others: People communicate with each other by spoken or written language or by gestures. 2 [I] to understand one another: My boss and I communicate well with each other. 3 [I] to contact others: People can communicate by telephone easily.Thesaurus: communicate 1 to correspond with, convey information to 2 to convey meaning/informationto s.o. 3 to talk, be in touch/contact with, converse frml.",9
comparative,"/kmprtv/  adj. 1 as compared with s.t. else, whether that thing is mentioned or not, (syn.) relative: The comparative worth of a car is much greater than that of an old bicycle. 2 being the form of an adjective or adverb that compares one thing with another: ""Taller"" (not ""tall"" or ""tallest"") is the comparative form of ""tall."" 3 comparing things in order to study them: I'm taking  a course in comparative literature. -adv. comparatively.",9
compartment,"/kmprtmnt/  n. an enclosed space within s.t. larger, often with  a cover or door: Some trains have sleeping compartments.",9
competition,"/kmptn/  n. [C;U]  1 an organized event in which people try to do a specific activity better than everyone else:  She is an excellent runner, and she enters  every competition that she can. 2 [U] the competition: the people, as a group, that one is trying to do better than, esp. in business: The competition in the computer field is made up of hundreds of companies.",9
competitive,"/kmpttv/  adj. 1 s.o. who likes to compete: He is very competitive in football; he likes to win. 2 s.t. that is as  good or better than s.t. else, esp. worthy of purchase: Our company's soap products are  competitive with other companies'. -n. [U] competitiveness.Thesaurus: competitive 1 aggressive. Ant. passive.  2 viable, equal to.",9
comportment,"/kmprtmnt/  n. [U] frml. behavior, manners -v. comport.",9
composition,"/kmpzn/  n. 1 [C;U] the writing of s.t.: She began the composition of a letter to her mother. 2 [U] the artistic creation of music, poetry, literature  3 [C] a written report, esp. an essay: A student wrote a composition for her English class. 4 [C;U] how s.t. is put together, (syn.) its makeup: That medicine is a composition of three different drugs.",9
compression,/kmprn/  n. [U] a pressing together: The compression of gases in the earth can cause a volcano.,9
comptroller,/kntrolr/  n. the chief accountant in a business: Comptrollers usually work for the treasurer in a company. See:  controller.,9
compunction,/kmpkn/  n. [C;U] a sense of feeling bad (guilty) about s.t.: He has no compunctions about lying; he does it all the time.,9
computerize,"/kmpyutraz/  v. [T] -ized, -izing, -izes 1 to equip a business (or person) with computers: The owner computerized his business; now, all of the accounting is done automatically. 2 to put information into a computer: We did our accounting by hand for years, then we computerized it.Thesaurus: computerize v. 1 to automate, mechanize.",9
conceivable,"/knsivbl/  adj. possible, believable, (syn.) imaginable: My grandmother left her glasses somewhere in the house;  we have looked for them in every conceivable place but have not found them. -adv. conceivably.",9
concentrate,"/knsntret/  v. -trated, -trating, -trates 1 [I] to think hard about s.t., (syn.) to focus one's attention: During exams, students concentrate hard on answering the questions. 2 [T] to reduce the amount of s.t. and increase its strength, (syn.) to condense: Orange juice that is concentrated can be stored in the freezer.  n. [C;U] a condensed form of s.t.: a chemical concentrate",9
