word,definition,weight
alive,"/lav/  adj. 1 living, functioning: After the accident, he was barely alive. 2 fig. energetic, full of life: The football stadium is alive with excitement.",9
allay,"/le/  v.frml. [T] to calm, to make (fears, doubts, etc.) less strong: The leader allayed the fears of his followers by telling them success was near.",9
alley,/li/  n. -leys 1 a path between or behind buildings: We walked down an alley and entered the building from the back door. 2 infrml. to be up one's alley: (to have) a job or activity that one likes very much: Using computers is right up my alley; I love them! See: blind alley.,9
allot,"/lt/  v. [T] -lotted, -lotting, -lots to allocate, plan on a sum of money for a specific use: I allotted money from my household budget for a new car. -n. allotment.",9
allow,"/la/  v. [T] 1 to let, permit: We allowed our son to use the family car. 2 to agree reluctantly: The mother allowed her children to yell and scream at the birthday party. 3 to assign; permit a certain amount of time or money for s.t.: Allow yourself four hours to get to New York from here. -adj. allowable.Thesaurus: allow 1 to agree to, consent to. Ant. to prohibit.",9
alloy,/l/  n. -loys a mixture of metals: Bronze is an alloy of copper and tin.,9
aloft,"/lft/  adv. 1 in flight, in the air: All the planes are aloft. 2 up in a ship's sails: Sailors go aloft on a ship to set the sails.",9
alone,"/lon/  adv. 1 by oneself, without anyone else: He is not married and lives alone. 2 by itself, only: The cost of the hotel alone is very high; meals and air travel cost extra. 3 to go it alone: to act or work by oneself: She had a business partner, but she's going it alone now. 4 to leave s.o. or s.t. alone: not to disturb or bother s.o. or s.t.: Leave me alone; I don't feel well. 5 to leave or let well enough alone: to avoid more action on s.t.: My car works all right, so I left well enough alone and did not try to make it work better.Thesaurus: alone 1 without others. Ants. with others, socially. 2 separately.",9
along,"/l/  prep. 1 by the side of: Cars are parked along the sides of the street. 2 in the route or path of: Trucks are moving along the highway at high speed.  adv. 1 forward, into the future: I have to move along now; see you later. 2 with another person: Joe brought his girlfriend along to the party. 3 to be along: to arrive: He's left his house; he'll be along soon. 4 phrasal v. insep.  to come or go along for the ride: to go with s.o. for the fun of it: She had to take a business trip to Chicago, so she asked her husband if he would like to come along for the ride. 5 phrasal v. insep. to get along: a. to leave: I have to get along now; see you later. b. to be friendly with, to be on good terms with: My boss and I get along just fine together. 6 phrasal v. insep. to go along with: a. to go with s.o.: I'll go along with you to do some shopping. b. to agree with, support: He goes along with my idea of starting a new business. c. to agree reluctantly, (syn.) to acquiesce: I didn't want to argue, so I went along with his idea.",9
aloof,"/luf/  adj. 1 distant, not willing to participate: The President should remain aloof from everyday politics, but often does not. 2 emotionally distant, (syn.) snobbish: She acts aloof toward people because she is very shy.",9
aloud,"/lad/  adv. out loud, spoken: The student read her poem aloud in class.",9
alpha,/lf/  n. the first letter of the Greek alphabet See: omega.,9
altar,"/ltr/  n. a raised flat surface like a table, where religious ceremonies are performed: The priest said a prayer at the altar.",9
alter,"/ltr/  v. [T] 1 to change, (syn.) to falsify: A student altered the grade on his paper to make it seem higher than it actually was. 2 to make small changes, (syn.) to modify: The tailor altered the waistband on my pants because it was too tight. -adj. alterable.",9
amass,"/ms/  v. [T] -es to put together, (syn.) to accumulate: Over the years, she amassed a fortune making cosmetics.",9
amaze,"/mez/  v. [T] amazed, amazing, amazes  to favorably impress: She plays tennis so well that she amazes me! -n. [U] amazement; -adv. amazingly.Thesaurus: amaze to surprise, astonish, stun, take your breath away.",9
amber,"/mbr/  n. [U] a hard, clear substance of yellow or light brown color used in making jewelry: She is wearing a pin made of amber.  adj. the color of amber",9
amble,"/mbl/  v. [I] -bled, -bling, -bles to walk in a slow, easy manner, (syn.) to stroll: The two old men ambled along toward the lake. See: walk, USAGE NOTE.",9
ameba,/mib/  n. -bas or -bae var. of amoeba -adj. amebic.,9
amend,"/mnd/  v. [T] to change (especially a rule or law), (syn.) to modify: The politicians amended the law to provide more money. -adj. amendable. See: amends.",9
amiss,"/ms/  adj. wrong, not in order: We were worried that s.t. was amiss when we came home and found our apartment door open.",9
among,"/m/  or amongst prep. 1 included within, in the midst of: Among her many friends, John is her favorite. 2 with each other, between: In our family, we do not argue among ourselves.",9
ample,"/mpl/  adj. more than enough, plenty: We have an ample supply of food in the house to feed our guests. -adv. amply /mpli/.",9
amuck,"/mk/  or amok /mk, mk/ adv. to run amuck: doing damage in an angry, violent way, (syn.) (to be) on a rampage: The elephant escaped and ran amuck, destroying the village.",9
amuse,"/myuz/  v. [T] 1 to please, delight: Our friend's jokes amused us all evening. 2 to hold the attention of s.o.: The little girl amuses herself for hours by playing with her toys.Thesaurus: amuse 1 to entertain | find funny 2 to keep busy, occupy (one's time), engross. Ant. tobore.",9
angel,"/endl/  n. 1 a spiritual being, esp. a messenger of God: Angels of many kinds are found in the Bible. 2 fig. a term of affection for a person who is well-behaved, beautiful, or as kind as an angel: That child is so wellbehaved; what an angel! 3 fig. a financial supporter, esp. of a musical or theater production: The elaborate staging for the play was made possible by the many angels of the theatre troupe. -adj. angelic /ndlk/; -adv. angelically.",9
anger,"/gr/  n. [U] a strong feeling often with a show of hate about what s.o. or s.t. is doing to you: After their argument, he expressed his anger by punching the other man in the face. See: aggravate; angry, USAGE NOTE. v. [T] to enrage: Her constant criticism finally angered me.Thesaurus: anger n. rage, fury | frustration. Ants. peace | calm. v. to  infuriate | frustrate. ",9
angle,"/gl/  n. 1 the figure formed by two or more straight lines coming together at one point: A 90-degree angle has one line that is straight up which meets with another line that is level with the floor. 2 infrml.fig. to have an angle on s.t.: to hold an opinion or (syn.) perspective on s.t.: What's your angle on this problem? 3 infrml.fig. to have an angle: to have an improper method for gaining personal profit or advantage: That guy has an angle in everything he does.  v. [I] -gled, -gling, -gles 1 to be shaped like an angle: One road angles to the left while the other continues in a straight line 2 to fish: He angles in Bear Lake in the summer. See:  angling.",9
Anglo,/glo/  n. -glos a white-skinned North American not of Hispanic or French heritage: Anglos have opened businesses throughout Latin America. See: white.  prefix Anglo- related to the British: An Anglo-American economic conference will take place in London next month. ,9
angry,"/gri/  adj. -grier, -griest feeling rage: His wallet was stolen, and he is very angry about it. -adv. angrily /grli/.Thesaurus: angry mad, upset | furious. Ants. peaceful, calm | serene.Usage Note: One becomes annoyed or irritated before one becomes angry. If one is very angry, one may be described as being infuriated or  enraged. ",9
angst,"/kst/  n.frml. [U] (German for) great anxiety, often accompanied by depression:  Her angst about the future drove her to seek counseling.",9
ankle,/kl/  n. the joint connecting the foot and lower leg: She tripped on the sidewalk and twisted her ankle.,9
annex,"/nks, nks/  n. -es 1 an addition to an existing building 2 a separate building of smaller size near a main building: Our rooms were in the annex close to the main hotel.  v. [T] -es to take possession of another country: Germany annexed Austria just before World War II. -n. annexation /nksen/.",9
annoy,"/n/  v. [T] to cause mild anger: The constant noise from the street traffic annoyed me. See: angry, USAGE NOTE.Thesaurus: annoy to bother, irritate. Ant. to please.",9
annul,"/nl/  v. [T] -nulled, -nulling, -nuls to declare s.t. nonexistent, state legally s.t. never existed or happened: The couple had their marriage annulled. -n. annulment.",9
anti-,"/nti, t, ta/  prefix against, (syn.) contra: She is antismoking.",9
anvil,/nvl/  n. an iron or steel platform on which hot metal is hammered into desired shapes: A blacksmith hammers horseshoes into shape on an anvil.,9
aorta,/ert/  n. the main blood artery coming from the left side of the heart: Blood flows from the aorta throughout the body.,9
apace,"/pes/  adv. 1 at a fast pace, (syn.) quickly 2 according to a schedule: Our work on the project proceeds apace.",9
apart,"/prt/  adj. not together, separated: When my parents are apart, they telephone each other every day.  adv. in parts or pieces: The mechanic took the engine apart.",9
apple,"/pl/  n. 1 a round fruit with red, green, or yellow skin and a sweet, juicy flesh: I ate an apple for dessert. 2 infrml.fig. the apple of one's eye: one's most loved person: His two-year-old daughter is the apple of his eye. 3 the Big Apple: New York City: People visit the Big Apple from all over the world.Usage Note: Popular nicknames for other American cities include: Beantown (Boston), the Windy City (Chicago), the Big Easy (New Orleans), and Tinsel Town (Hollywood).",9
apply,"/pla/  v. -plies 1 [T] to request or seek admission or assistance: I applied for a visa to travel abroad. 2 [T] to put on, or upon: The nurse applied a bandage to the wound. 3 [T] to credit, enter into account: The bookkeeper applied a payment to a debt. 4 [I;T] to be meaningful to, to be relevant to: His answer does not apply to the test question.Thesaurus: apply 1 to ask for, submit a form for (job, driver's license)  2 to spread on, cover with (bandage, paint, face cream) 4 to be suitable, relate to s.t. Ant. to misapply.",9
April,"/eprl/  n. the fourth month of the year, the month between March and May: April has 30 days.",9
apron,"/eprn/  n. 1 a covering, usu. made of a piece of cotton cloth, worn over the front of one's body to keep one's clothes clean while cooking or cleaning: The cook was preparing spaghetti sauce and his apron was covered with tomato juice. 2 n.pl.fig. apron strings: usu. used with ""tied"" to indicate s.o. is totally controlled and protected: The young man is still tied to his mother's apron strings and won't do a thing without consulting her.",9
arbor,"/rbr/  n. a shaded place in a garden, often made by climbing vines or branches that have grown together or by latticework that has become covered with climbing vines or roses: The rose arbor was beautiful when the roses were in bloom.",9
ardor,"/rdr/  n. [U] passion, extreme devotion: He is full of ardor for her.",9
arena,"/rin/  n. a large building for the presentation of sports and other events, such as concerts: The sports arena has basketball games and rock concerts.",9
argue,"/rgyu/  v. -gued, -guing, -gues 1 [T] to fight with words: His mother and father argue with each other all the time. 2 [I] to disagree, contest what s.o. says in a formal, logical way: The two lawyers argued their case in court. -adj. arguably.Thesaurus: argue 1 quarrel about (or) over, fight about, wrangle. Ant. to agree.  2 to discuss formally,present logically.",9
arise,"/raz/  v.frml. [I] arose /roz/, arisen /rzn/, arising, arises 1 to get out of bed: He arose at noon. 2 to occur, happen: Trouble arises when people have no food.",9
armed,/rmd/  adj. equipped with a weapon: The criminal is armed and dangerous.,9
armor,/rmr/  n. [U] a protective covering worn by a soldier or on a piece of military equipment: King Arthur's knights wore a suit of armor when going into battle. -v. armor.,9
aroma,"/rom/  n. a pleasant smell, esp. of cooking: The aroma of coffee filled the air.",9
arose,/rouz/  past tense of to arise,9
array,"/re/  n. [C;U] a grouping, a way that things are put in order: An array of TV antennas stands on the roof.  v. [T] to form into a group: The military arrayed its soldiers against the enemy.",9
arrow,"/ro/  n. 1 a long thin piece of wood, metal, or plastic with a point at one end and feathers at the other: People shoot arrows at targets. See: archery. 2 a sign or symbol shaped like an arrow to show direction: An arrow pointed to the building's exit. ",9
arson,"/rsn/  n. [U] the deliberate setting of fires by s.o.: The store burned down, and the police suspected arson. -n. arsonist.",9
ashen,"/n/  adj. pale, having a white, sickly look: His illness made his face ashen for several weeks.",9
Asian,"/en/  adj. related to Asia: Products of Asian manufacture are sold worldwide.  n. a person from Asia: She is an Asian from India.Usage Note: Compare Asian and Oriental. In the USA, most people use Asian to refer to people, places, or things from countries such as Japan, Korea, and Indonesia on the continent of Asia: There are ten Asian students in my class.||Several million Asians live in Los Angeles. Oriental is more commonly used to describe rugs and art: My mother has a blue Oriental rug in her living room.",9
aside,"/sad/  adv. to one side, away: He put his newspaper aside and watched TV.  adv.phr. aside from: except for: Aside from the chilly weather, our vacation was fun.  n. a comment made off the main point, (syn.) a digression: We are talking about costs, but, as an aside, the product quality is  excellent.",9
askew,"/skyu/  adj.frml. crooked, out of position: That picture on the wall is askew and needs straightening.",9
aspic,"/spk/  n. [U] a clear firm jelly made from fish, beef, or other gravy in which food is usu. placed: We enjoy eating chicken in aspic in the summer.",9
asset,"/st/  n. 1 an advantage, an important person, thing, or quality: She is very talented and is a real asset to our company. 2 assets: (in accounting) items of value to a person, business, or institution: The company assets include a building, equipment, and cash.",9
aster,"/str/  n. a flower with a round center button and white, pink, or purple petals: We grow asters in our garden.",9
atlas,/tls/  n. -es 1 a collection of maps in book form: We have a world atlas that has maps of every country on earth. 2 Atlas:  a. (from Greek mythology) a Titan who was forced by Zeus to support the heavens on his shoulders b. a strong man: He can lift hundreds of pounds; he's an Atlas.,9
atone,"/ton/  v. [I] atoned, atoning, atones to ask for forgiveness, esp. for sin, and to do good works to pay for it: The man atoned for his bad behavior by working for a charity. -n. [U] atonement.",9
attic,"/tk/  n. a space, often used as storage, under the roof of a house: We put trunks and old books in our attic.",9
audio,"/dio/  n. [U] adj. 1 of or relating to sound, the transmission and production of recorded sound: The <adj.> audio portion of the broadcast was not good. 2 short for audio equipment: The <n.> audio is broken on that TV.",9
audit,"/dt/  n. an official examination by an accountant or accounting firm of an individual's or company's financial records: An accountant did a year-end audit of our financial records.  v. [T] to officially examine the financial records of a person or company: The accounting firm audits the company every year.Usage Note: Internal audit means a company is having its own financial records examined. An audit conducted by an outside organization is called an independent audit, and an audit by the US Internal Revenue Service (IRS) is called a tax audit.",9
augur,/gr/  v.frml. [I;T] to predict: All signs augur well for success in the future. -n. augury /gyri/ -ries.,9
aural,"/rl/  adj. related to hearing and the ear: He has an aural disorder, so you need to speak clearly. -adv. aurally.",9
avail,"/vel/  n. [U] benefit, advantage, use, help: The old man's heart stopped, and a doctor tried to save him to no avail.  v.frml. to avail oneself of: to take advantage of, use: While working in Paris, I availed myself of the opportunity to visit the museums.",9
avert,"/vrt/  v.frml. [T] to avoid, prevent from happening: We averted a loss in the stock market by selling our shares early, before the stock fell.",9
avoid,"/vd/  v. [T] 1 to stay away from: She avoids walking on dark streets at night. 2 to elude, evade: The thief avoided capture by the police. 3 to not do s.t., abstain from doing: We avoid eating fattening foods. -adj. avoidable; -adv. avoidably.Thesaurus: avoid 1 to bypass, keep away from, shy away from s.o. or s.t.  3 to refrain from, shun frml. Ant. to seek out.",9
await,"/wet/  v. [T] to wait for s.t., to anticipate: I am awaiting an answer to my application for admission to law school.",9
award,"/wrd/  v. [T] 1 to give a prize (honor, praise, etc.) to s.o.: The school principal awarded a prize in history to the best student. 2 to give, grant: A buyer awarded a contract to the supplier.  n. a prize (honor, praise, etc.) given to s.o. for outstanding performance: The teacher gave her best student an award.",9
aware,"/wr/  adj. 1 conscious of, alert to:  He is out of the coma, but he can't speak.  He is aware of people around him though. 2 knowledgeable about, understanding of:  A newspaper reporter must be aware of  current events. -n. [U] awareness.",9
awash,"/w, w/  adj. flooded with, covered with: After the flood, the ground floors of houses were awash with water and mud.",9
awful,"/fl/  adj. 1 bad, dreadful: We've been having awful weather lately. 2 offensive, repugnant: What an awful odor is coming from that dump!Thesaurus: awful 1 terrible  2 disgusting, horrible. Ant. wonderful.",9
awoke,/wok/  v. past tense of awake,9
axiom,"/ksim/  n. an obvious truth, a saying: ""All that glitters is not gold"" is an axiom.  adj. axiomatic.",9
Aztec,"/ztk/  n. a member of a central Mexican people who declined after the Spanish conquest, starting in 1519: The Aztecs are noted for their advanced civilization.  adj. related to the Aztecs: Aztec pyramids hold many wonders of their civilization.",9
azure,/r/  adj. a bright blue: She wore a dress of azure.,9
bacon,"/bekn/  n. [U] 1 salted, smoked meat from a pig's side: Bacon with eggs and toast is good for breakfast. 2 to bring home the bacon: to earn a living: For 40 years, he brought home the bacon with a weekly  paycheck.",9
badge,"/bd/  n. 1 a sign or mark worn to show honor or membership, position, etc. in a group: The military officer wore a badge showing his rank. 2 a name tag, such as a plastic plate with one's name on it: He pinned his name badge on his shirt.",9
badly,"/bdli/  adv. worse /wrs/ worst /wrst/ 1 in a bad way, not well: He sings badly. 2 not well, doing poorly, such as with one's health, money, or life: She is very sick and doing badly. 3 very much, a lot: He badly wants to be healthy again.",9
bagel,/begl/  n. a round piece of thick bread with a hole in its middle: I had a toasted bagel and tea for breakfast.,9
baggy,"/bgi/  adj. -gier, -giest loose fitting (clothes): His pants are so baggy that they are nearly falling off.",9
baker,"/bekr/  n. 1 a person who bakes bread, cakes, etc. for sale: Our supermarket has a butcher, a florist, and a baker who bakes wonderful cakes. 2 baker's dozen: thirteen of s.t.: I bought a baker's dozen of bread rolls.",9
balmy,"/bmi/  adj. -ier, -iest 1 (of weather) pleasant, mild, and breezy  2 infrml.fig. crazy, (syn.) highly eccentric: He is under so much pressure that he's become balmy.",9
balsa,/blsa/  n. [C;U] a light tropical wood: Model airplanes are made of balsa wood.,9
banal,"/bnl, benl, bnl/  adj. not interesting, boring: Life is banal in the town; all  people do is eat, sleep, and watch television. -n. [U] banality /bnlti/.",9
bandy,"/bndi/  v. [T] -died, -dying, -dies 1 to talk back and forth informally; to argue,  disagree: They bandied several ideas about. 2 to talk about s.o. unfavorably, (syn.) to gossip: His arrest was bandied about in his  neighborhood.   adj. curved outward at the knees, (syn.) bowed: The cowboy had bandy legs from sitting on horses all his life.",9
bangs,/bz/  n.pl. hair combed over the forehead: She has long brown hair and bangs.,9
banjo,/bndo/  n. -jos or -joes  a musical instrument with strings: A banjo is played like a guitar in country and western music.,9
barge,"/brd/  n. a long, low boat that carries heavy loads: The load of wheat was carried up river by barge.  v. barged, barging, barges [I] 1 to move by barge  2 phrasal v. insep. to barge in or into s.t.: to interrupt often and rudely: He barged into our conversation and took over.",9
baron,"/brn/  n. 1 the lowest ranking nobleman: A baron's wife is a baroness. 2 fig.a powerful businessperson, (syn.) a magnate: He is a newspaper baron. -adj. baronial /bronil/.",9
basic,"/besk/  adj. 1 having the simple facts or ideas about s.t.: He has a basic understanding of the problem. 2 (in chemistry) having to do with a base -adv. basically.Thesaurus: basic 1 essential, elementary, rudimentary frml. | required, necessary. Ants. unimportant,secondary.",9
basil,"/bezl, sl, bzl/  n. an herb with a sweet smell like mint, used in cooking: Pesto  is a sauce made from basil.",9
basin,"/besn/  n. 1 a hollow pan (for liquids): He put water in the basin to wash his hands. 2 a sink, a bathroom washbasin  3 a low, bowl-shaped, valley: The land in that basin is good for growing crops.",9
basis,"/bess/  n. bases /besiz/ 1 the main reason(s) for s.t., foundation: What is the basis of your opinion? 2 on the basis of s.t.: based on: On the basis of his research, he says that the earth is round.Thesaurus: basis 1 base, source. ",9
