word,definition,weight
admire,"/dmar/  v. [T] -mired, -miring, -mires 1 to respect, approve of: I admire how well she speaks English. 2 to like, be pleased by s.t.: He admires her good looks.Thesaurus: admire 1 to think highly of s.o./s.t. Ants. to disrespect, hold a low opinion of.  2 to be attracted to (a man/woman | nice things). Ant. to dislike.",9
adrift,"/drft/  adj. 1 frml. without power and floating helplessly: The motor on our boat died, leaving us adrift in a calm sea. 2 fig. without purpose, confused: The young man seems adrift in life, unsure of what to do.",9
adroit,"/drt/  adj.frml. skillful, clever: She is adroit at getting people to do what she wants. -adv. adroitly.",9
advent,"/dvnt/  n.frml. [U] beginning, (syn.) outset: Since the advent of modern science, many wonderful discoveries have been made.",9
adverb,"/dvrb/  n. a word that modifies a verb, adjective, or another adverb: The word ""truly"" in the sentence ""I can truly say I  like her"" is an adverb. -adj. adverbial /dvrbil/.",9
advice,"/dvas/  n. [U] 1 opinion(s) given to s.o. about what to do: She took my advice and did not drop out of school. 2 direction, warning: On the advice of her doctor, she no longer smokes cigarettes.Thesaurus: advice 1 guidance, useful suggestion, recommendation  2 professional opinion(doctor, lawyer).",9
advise,"/dvaz/  v. -vised, -vising, -vises  [I;T]  1 to give s.o. an opinion about what to do: My teacher advised me to go to college. 2 to caution, warn: His doctor advises him not to take his medicine with alcohol.Thesaurus: advise 1 to counsel, suggest, recommend   2 to counsel, urge (by a doctor/lawyer).",9
aerial,/ril/  adj. taking place in the air: The airplane did aerial tricks such as flying upside down. -n. aerialist.,9
affair,"/fr/  n. 1 a business matter: Our company lost money in that affair. 2 a social gathering, such as a party or wedding: I have to go to a social affair this evening. 3 a relationship, usu. sexual in nature, between two people who are not married to each other: The two had a brief affair, then did not see each other again. 4 man or woman of affairs: a businessperson: He's always going to meetings; he's a man of affairs.Thesaurus: affair 1 a business opportunity, deal 2 a celebration, social event 3 a romance, loveaffair.",9
affect,"/fkt/  v. [T] 1 to change: Very hot weather affects my sleeping habits. 2 to touch one's emotions: His mother's death deeply affected him. 3 to behave in a fake way: She affects a French accent, but she doesn't speak French.Thesaurus: affect v. 1 to influence, have an impact on   2 to have an emotional effect on, touch s.o. (emotionally), move s.o. 3 to pretend. Ant. to bore.Usage Note: The verb affect means to have an influence or cause a change. The noun effect means the result of this change: The flood affected the town. The effects were homelessness and disease. See: effect.",9
affirm,"/frm/  v. [T] to repeat s.t. as being true, to confirm: He affirmed his plan to make payments on time. -n.[C;U] affirmation /frmetn/.",9
afford,"/frd/  v. [T] 1 to be able to pay for s.t. without difficulty: We can't afford that expensive car. 2 to risk: He can't afford to travel alone for fear of being kidnapped. 3 frml. to provide, give: The tall building affords a beautiful view of the ocean.",9
afield,"/fild/  adv. away, esp. from a familiar area: Once he starts talking, he will go far afield from his original topic.",9
aflame,"/flem/  adj. 1 ablaze, in flames: The curtains are aflame! 2 fig. full of emotion, (syn.) impassioned: Her heart is aflame with love for him.",9
afloat,"/flot/  adj. on or above the water: The boat is afloat in the lake.  adv. fig. not in bad trouble, surviving: His business is having difficulty, but it is staying afloat.",9
afraid,"/fred/  adj. 1 fearful: The child is afraid of dogs. 2 feeling sorry, not wanting to tell s.o. s.t.: I'm afraid that I have bad news for you.Thesaurus: afraid 1 (to be) frightened about s.t., scared, apprehensive. Ant. brave. 2 worried, hesitant, concerned about.",9
afresh,"/fr/  adv. from the beginning, (syn.) anew: I wrote a letter that I didn't like, so I started afresh on a new one.",9
agency,"/ednsi/  n. -cies 1 a part of government: The Environmental Protection Agency tries to stop pollution. 2 a type of business that helps people do s.t., (syn.) a bureau: She found a job through an employment agency.",9
agenda,/dnd/  n. 1 a list of topics to be talked about: The three-day meeting of scientists covered a long agenda. 2 a calendar or date book.,9
aghast,"/gst/  adj. shocked, esp. with one's mouth open in surprise, (syn.) horrified: He was aghast when he learned that all his retirement money was lost.",9
agreed,"/grid/  adj. 1 accepted, approved: Are you willing to pay that price? Yes, agreed. 2 acceptable to everyone involved, (syn.) in accord: I will pay the agreed-upon price.",9
airing,/r/  n. [C;U] public discussion: Politicians gave the matter of a new health care plan an airing on television.,9
albeit,"/lbit, l/  conj.frml. even though, despite: Albeit difficult, the job is getting done.",9
albino,/lbano/  n. -nos a person or animal without skin pigment: That albino horse has a white coat and blue eyes.,9
alcove,"/lkov/  n. a small, partly enclosed area that opens off a room: We eat breakfast at a table in an alcove in our kitchen.",9
alight,"/lat/  v. [I] alighted or alit /lit/, alighting, alights to land, descend upon: A bird flew through the air and then alit on the telephone wire.",9
allege,"/ld/  v. [T] -leged, -leging, -leges to claim but not yet prove that s.o. has committed a crime: The police allege that man stole the car, but they must go to court to prove it. -n. allegation /lgen/.",9
allied,"/lad, lad/  adj. united, joined for a purpose",9
allude,"/lud/  v.frml. [T] -luded, -luding, -ludes to talk or write about s.t. indirectly, (syn.) to intimate: The politician alluded to the idea that she might not run for office again.",9
allure,"/lr/  v.frml. [T] -lured, -luring, -lures to attract with s.t. desirable, (syn.) to tempt: He was allured by the hope of making a lot of money easily.  n. [U] attractiveness: She is a woman with great allure.",9
almond,"/mnd, /  n. 1 a nut tree first grown in Mediterranean countries 2 the nut itself: In California, I ate fresh almonds right off the tree!  adj. a light brown color: He wore an almond sweater.",9
almost,"/lmost, lmost/  >1 just about, approximately 2 nearly right, nearly accurate. Ants.definitely | exactly.adv. 1 nearly, not quite: I have almost finished my homework. 2 just short of being correct: The pants almost fit, but they are too tight.",9
alpine,"/lpan/  adj. of or relating to high mountains, like the Swiss Alps: We stayed in an alpine cabin for a week.",9
alumna,/lmn/  n. -nae /ni/ a female graduate of an educational institution: She is an alumna of Yale University.,9
always,"/lwez, wiz/  adv. 1 forever: I will be with you always. 2 anytime: You can always leave the party if you get tired or bored. 3 regularly, every time: We always go to the mountains for our vacation.Thesaurus: always 1 eternally 2 certainly 3 consistently, continually. Ants. never | seldom.",9
am (1),"/m, m/  ; strong form /m/v. first person singular present tense form of the verb to be: I am ready to go now.Usage Note: Am often contracts to 'm after I: I'm ready to go now.",9
AM (2),"/em/  abbr. for amplitude modulation, n. a type of radio and television sound signal, AM radio (as opposed to FM): AM radio uses amplitude modulation of its signal. See: frequency modulation.",9
ambush,"/mb/  n. -es an attack made from a hidden position: A soldier hid in a tree and set an ambush for any enemy soldiers passing below.  v. [T] -ed, -ing, -es to attack from a hidden position: The mugger ambushed them from  behind.",9
amends,/mndz/  n.pl. 1 an apology or gift to pay back for s.t. wrong that one has done: No amends could take away the pain of the insult. 2 to make amends: to do s.t. to pay back for s.t. wrong that one has done: I promised to make amends by taking him out to dinner.,9
amoeba,"/mib/  n. [C] -bas or -bae a tiny one-celled animal, microorganism: Amoebas do not stay one shape, but change shape as they move. -adj. amoebic.",9
amoral,"/emrl, mr/  adj. 1 having no idea of or interest in what is right or wrong: He has an amoral view of life in which anything he wants to do is all right. 2 neither moral nor immoral",9
amount,"/mant/  n. a total, sum: The amount of the bill is $100.  v. [I] 1 to total, add up: The bill amounts to $20. 2 to amount to s.t.: to succeed, (syn.) to flourish: I hope that my son amounts to s.t. when he grows up.",9
amulet,/mylt/  n. a charm or object worn around the neck to prevent evil or harm: He wore an amulet of tigers' teeth around his neck.,9
anchor,"/kr/  n. 1 a heavy metal device used to keep boats from moving: Sailors put the ship's anchor into the water. 2 s.t. that gives stability, to set or fasten s.t.: She tied rocks to the kite strings to serve as anchors on a windy day. 3 fig. something that gives emotional or mental support: He moved around the country often, but his family was an anchor for him.  v. [T] 1 to use an anchor, (syn.) to moor: They anchored their ship in the harbor. 2 to coordinate and comment on a news show in which several reporters are participating: She anchors the 6:00 news.",9
anemia,/nimi/  n. [U] a medical condition of not having enough oxygen-carrying red cells in one's blood: Anemia can be caused by not eating the right foods. -adj. anemic.,9
animal,"/nml/  n. 1 any creature, living or dead, that is not a plant or human: Horses are animals. 2 infrml. a person of very bad habits or behavior: He's angry all the time, eats with his fingers, and is dirty; he's an animal!",9
annals,"/nlz/  n.pl.frml. a written record or collection of historical events, discoveries, etc., on a certain subject: He was the greatest player in the annals of football.",9
annual,"/nyul/  adj. occurring every year: The annual rainfall in this area is light.  n. a yearly publication of important events, etc., from the past year: The annual of the Graphic Artist Society presents beautiful pictures and designs. -adv. annually.",9
anoint,"/nnt/  v. [T] to pour oil or an oily substance on s.o. as in a religious ceremony, (syn.) to sanctify: The bishop anointed the priest's head with holy oil.",9
answer,"/nsr/  n. a spoken or written response, reply: I received an answer to my letter yesterday.  v. 1 [I;T] to reply: The company answered that it is interested in my offer. 2 phrasal v. [I;T] to answer back: to reply: When the teacher told the student to be quiet, he answered back, ""No!"" 3 phrasal v. [T] to answer for: to be held responsible for: The criminal will have to answer for his crimes by going to jail. 4 phrasal v. [T] to answer to: to work for, be judged by: I do not have to answer to you, you're not my boss.Thesaurus: answer n. a response, acknowledgement. - v. to respond, acknowledge. Ant. to ignore.",9
anthem,"/nm/  n. 1 a song of devotion or admiration: The national anthem is sung before every baseball game. 2 a religious song of praise, written for different types of voices",9
antics,"/ntks/  n.pl. foolish acts, (syn.) clowning: The little boy danced on his chair, and the teacher punished him for his antics. -adj. antic.",9
antler,"/ntlr/  n. a branched horn grown in pairs on the heads of male deer, elk, etc.: We saw a deer with large antlers.",9
anyhow,"/niha/  adv. 1 in any way, by whatever means: He can pay for the purchase anyhow he wants. 2 slang no matter, whatever (indicating unimportance): Anyhow, I don't care as long as he pays.",9
anyway,"/niwe/  adv. 1 either, in addition (to strengthen a decision): It's OK that we can't go for a walk because I didn't feel like going anyway. 2 and so (to continue a discussion): Anyway, to make a long story short, we finally found out what the problem was.",9
apathy,"/pi/  n. [U] indifference, lack of interest: The apathy of voters was shown by the low number of votes cast.",9
apiary,/epiri/  n. -aries a place where honeybees are kept: The beekeeper has an apiary of 10 beehives from which he collects honey.,9
apiece,"/pis/  adv. per piece, each: Those tennis balls cost $1 apiece.Thesaurus: apiece individually, singly, for one (of s.t.). Ants. as a group, together.",9
aplomb,"/plam, plm/  n. [U] calm, esp. in a difficult situation, (syn.) composure: People yelled at the speaker, but she never lost her aplomb.",9
appall,"/pl/  v. [T] to shock, deeply offend: The murder of the child appalled everyone in the city. -adj. appalling; -adv. appallingly.",9
appeal,"/pil/  v. 1 [I] to attract, please s.o.: The idea of spending two weeks on vacation appeals to me. 2 [I] to ask for, plead for help: The Red Cross appealed for money to help people after the hurricane. 3 [T] (in law) to bring a decision by a lower court to a higher court for review: He was found guilty but appealed the decision to a higher court.Thesaurus: appeal v. 1 to satisfy, please, gratify frml. Ant. to displease.  2 to plea for. n. 1 [U] attractiveness, a pleasing aspect or quality: A winter vacation holds a lot of appeal for me. 2 [C] a plea, request: The Red Cross made an appeal for money and clothing. 3 [U;C] (in law) a request for higher court review: The decision in the case is now on appeal in a higher court. ",9
appear,"/pr/  v. [I] 1 to become visible: The sun suddenly appeared from behind a big cloud. 2 to seem, be likely: It appears the weather will be nice.Thesaurus: appear 1 to come into view, arrive | emerge. Ant. to disappear.  2 to seem like, look like,strike s.o. as.",9
append,"/pnd/  v. [T] to add on, (syn.) to affix: The lawyer appended two more pages to the contract.",9
Arabic,/rbk/  n. [U] the major language of the Arab world: Millions of people speak Arabic.,9
arable,/rbl/  adj. fit for plowing: Farmers must have arable land in order to grow crops.,9
arcade,/rked/  n. a building or covered passageway with many shops or amusements in it: We go to the amusement arcade on Saturdays to play the electronic games.,9
arched,/rtt/  adj. curved in the shape of an arch: The arched windows inside the church are beautiful.,9
archer,"/rtr/  n. a person who shoots arrows, (syn.) a bowman: In the 12th century, warfare was often carried out by archers.",9
arctic,"/rktk, rtk/  adj. very cold or related to the Arctic: An arctic wind blew during the snow storm.",9
ardent,"/rdnt/  adj. full of devotion, passionate loyalty: She is a beautiful woman and has many ardent admirers. -adv. ardently.",9
armada,/rmd/  n. a large fleet of warships: An armada of ships sailed across the Atlantic Ocean in World War II.,9
armory,/rmri/  n. -ies a large building for keeping military equipment: An armory often serves as a military headquarters.,9
armpit,/rmpt/  n. the hollow under the arm where it joins the shoulder: He applies deodorant to his armpits after he showers.,9
around,"/rand/  prep. 1 in a circular motion: The teacher told the student to turn around in his seat and stop bothering the student behind him.||The crowd gathered around the movie star. 2 infrml. approximately, about: I'll meet you at the restaurant around noon. adv. about: We visited the shopping center and simply looked around.",9
arouse,"/raz/  v. [T] aroused, arousing, arouses 1 to awaken s.o.: I was aroused by traffic noises at 6:00 A.M. 2 to excite, stimulate: The leader aroused the people to fight.",9
arrest,"/rst/  n. 1 the seizure or holding of a person, usu. by police, for breaking the law: She was placed under arrest after robbing the grocery store. 2 [C;U] a stopping or delay: Strong medicine brought an arrest to the spread of his cancer.  v. [T] 1 to seize or hold s.o. by legal authority: The policeman arrested the thief and took him to jail. 2 to stop, delay: A bandage placed over the wound arrested the flow of blood. 3 to seize the attention of s.o.: The beautiful sunset arrested our attention, and we stopped to watch it.Thesaurus: arrest n. 1 the capture of, apprehension of a suspect (or) criminal.  v. 1 to take s.o. into custody, capture, apprehend. Ant. to release.",9
arrive,"/rav/  v. [I] -rived, -riving, -rives 1 to reach a place or destination: We arrived in town yesterday. 2 fig. to reach financial or social success: After years of hard work, she has finally arrived.Thesaurus: arrive 1 to come to (a place), get there | land. Ant. to depart.",9
artery,/rtri/  n. -teries 1 one of several large blood vessels going from the heart: One of the patient's heart arteries is blocked. 2 a highway: The main arteries out of the city are filled with holiday traffic. -adj. arterial.,9
artful,"/rtfl/  adj. 1 showing skill and ability: The new ballet is an artful combination of traditional ballet and modern dance. 2 skilled in gaining one's purpose, esp. through cunning means: The thief was artful in hiding his loot before he was questioned.",9
artist,"/rtst/  n. a person who creates art, such as a painter or musician: The singer is a recording artist with Passion Records.",9
ascend,"/snd/  v. 1 [I] to rise, climb: The airplane ascended into the sky. 2 [T] to attain, gain a more important position: The prince ascended the throne after the king died.",9
ascent,"/snt/  n. [U;C] climb, upward path: His ascent up the mountain was slow and  difficult.",9
ashore,"/r/  adv. on shore: After arriving in port, the ship's passengers went ashore to see the sights.",9
asleep,"/slip/  adj. 1 sleeping, dozing: The baby is asleep now. 2 infrml.fig. asleep on the job or asleep at the switch: lazy, not aware, not active: He never catches any mistakes; he's always asleep on the job.",9
aspect,"/spkt/  n.frml. 1 [C] a feature, part of s.t.: What aspect of the show did you like the best, the dancing or the music? 2 [U;C] point of view, consideration: From the cost aspect, the product is not expensive.",9
aspire,"/spar/  v.frml. [I] -pired, -piring, -pires to desire strongly, hope to do or to be: He aspires to be a great actor someday.",9
assail,"/sel/  v.frml. [T] 1 to attack physically, storm: Soldiers assailed the enemy. 2 to criticize or attack verbally: The two politicians assailed each other with insults.",9
assent,"/snt/  v.frml. [I] to agree to, to approve: The father assented to his daughter's marriage.  n. [U] affirmative response, permission",9
assert,"/srt/  v. [T] 1 to claim, say s.t. is true: The lawyer asserts that his client is not guilty. 2 to put oneself forth forcefully, become aggressive: She asserted herself on the job and won a promotion.",9
assess,"/ss/  v. -es  [T] 1 to evaluate, analyze: I assessed how much it would cost to build a new house. 2 to place a value on s.t., esp. as a basis for taxation: Our house is assessed at $50,000. -n. [C] assessor /ssr/.",9
assign,"/san/  v. [T] 1 to give a job or tasks to s.o. to do, (syn.) to designate: My boss assigned me the task of finding new offices to rent. 2 to transfer, sign over property, rights, or interests: I assigned the ownership (rights, deed, etc.) of the property to my son.  n. (in law) a person, business, etc., to whom one transfers rights and other assets, (syn.) assignee: The contract that I signed transfers ownership of the property to my heirs and  assigns.",9
assist,"/sst/  v. [I;T] to aid, help s.o. do s.t.: My friend assisted me in moving to a new apartment.  n. in sports, esp. baseball and ice hockey, the official credit given for helping a teammate (by throwing the ball or passing the puck) to score: His teammate was given an assist when he scored the winning goal.",9
assume,"/sum/  v. [T] -sumed, -suming, -sumes 1 to believe s.t. is true without knowing, conjecture: I assume that the moving van will be here this morning. 2 to presume, take for granted: He assumed that we would give money, so he put our names on the givers' list. 3 to take on responsibility: The winner of the election assumed the office of senator.Thesaurus: assume 1 to suppose, believe, imagine. Ant. to know for sure.",9
assure,"/r/  v. [T] -sured, -suring, -sures to promise that s.t. is so, (syn.) to guarantee: I assure you that I'm telling you the truth.",9
astern,/strn/  adv. of the back part of a boat: The captain has gone astern.,9
asthma,/zm/  n. [U] a chronic medical condition which causes difficulty in breathing: My friend suffers from asthma and must use an inhaler to relieve her breathing difficulties. -n. adj. asthmatic /zmtk/.,9
astray,"/stre/  adv. 1 in a wrong (evil, bad) way: The boy is leading his younger brother astray by teaching him bad habits. 2 to go astray: to fall into bad or evil ways: His younger brother has gone astray and has become a thief.",9
astute,"/stut/  adj. intelligent, keen in judgment: She is an astute investor in the stock market and always knows which stocks to avoid. -adv. astutely.",9
asylum,"/salm/  n. 1 [U] a safe place, a refuge from harm: The refugee sought asylum in the Swiss embassy. 2 [C] a type of hospital, esp. for people with mental illness: He became insane and was sent to an asylum.",9
atomic,/tmk/  adj. 1 of or relating to an atom: He studied atomic reactions in his physics course. 2 of or using nuclear energy: The atomic submarine was on patrol in the Pacific Ocean.,9
atrium,"/etrim/  n. atria /etri/ or atriums in modern buildings, an area often on the ground floor, with a high ceiling that has a skylight: The atrium in our building is open to the public for sitting and eating.",9
attach,"/tt/  v. [T] -es 1 to put s.t. on: I attached a note to my report with a paper clip. 2 to affiliate with, associate with: That official is attached to the government's treasury. 3 to be in love with, emotionally dependent upon: They are a loving couple and are quite attached to each other. 4 to assign, attribute: I attach no importance to what he says.Thesaurus: attach 1 to fasten s.t., to, connect  2 to be associated with. Ant. to unattach.",9
attack,"/tk/  v. [T] 1 to assault, strike: The criminal attacked his victim with a club. 2 to find fault with: The critics attacked the writer's latest book as weak. 3 to make a serious effort to do s.t., to undertake: Relief organizations attacked the problem of hunger by seeking to increase the food supply.  n. 1 [C;U] the use of violent force, an assault: The military attack began at dawn. 2 [C] criticism, faultfinding: The critic's attack on the novel was sharp. 3 [C] a serious undertaking, particular approach: The scientist made an attack on solving a difficult problem by running a simulation on his computer.Thesaurus: attack v. 1 to hit, fight  2 to criticize severely, condemn, assail  3 to take on, tackle. Ant.  retreat. n. 1 a strike, an offensive  2 severe criticism, condemnation. Ant. praise.",9
attain,"/ten/  v. [T] to achieve, reach: The salesperson attained her sales goal for the month. -adj. attainable; -n. [U] attainment.",9
attend,"/tnd/  v. [T] 1  to be present at: I attended the wedding at the church. 2 to take care of, see to: One secretary attends to all of the paperwork in my office.Thesaurus: attend 1 go to, be at. Ant. to miss.",9
attest,"/tst/  v. [I;T] to swear s.t. is true, certify: I attest to the fact that this is my signature on the contract.",9
attire,"/tar/  n.frml. [U] clothing, dress: We wear formal attire when we attend the opera.",9
auburn,/brn/  n. adj. reddish brown to brown in color: The color of her hair is <adj.> auburn.,9
auntie,"/nti, n/  n.infrml. aunt",9
author,"/r/  n. a person who writes a work (book, article, poem, etc.): Cervantes is one  of the most famous authors in the Spanish  language.Thesaurus: author writer, novelist, poet, playwright, essayist.",9
autumn,"/tm/  n. [U;C] the season between summer and winter, (syn.) the fall: Maple trees turn bright red and yellow in autumn. -adj. autumnal /tmnl/.",9
avenge,"/vnd/  v. [T] avenged, avenging, avenges to seek revenge, repay s.o. for a wrong: He avenged his brother's murder by sending the murderer to jail.",9
avenue,"/vnyu, nu/  n. a wide street, often a main street and one lined with trees: People love to walk down the avenues of Paris. See: street, USAGE NOTE.",9
averse,"/vrs/  adj.frml. against, disinclined: I am averse to spending much money.",9
awaken,"/wekn/  v. [T] 1 to cause to wake up: I awakened her early so she would be sure to get her train. 2 phrasal v. sep. to awaken to, to arouse, make others feel s.t.: The invasion by a foreign army awakened patriotism in people's hearts. 3 to realize, become aware of: The athlete finally awakened to the fact that he was growing too old to compete.Thesaurus: awaken 1 to wake up. Ant. to sleep. 3 to understand | see the light. Ants. to remain oblivious, unaware.",9
awhile,"/wal/  adv. for a short time, briefly: I'll stay awhile; then I must leave.",9
awning,/n/  n. a sunshade usu. hung outside at an angle to shield a window from the sun's rays: Stores in our area have awnings that they use on sunny days.,9
azalea,/zely/  n. a green shrub with brightly colored flowers: The azaleas burst into blossom in the springtime.,9
babble,"/bbl/  n.v. [I;T] -bled, -bling, -bles  to talk without making sense: The baby can't really talk yet; she just babbles.",9
baboon,/bbun/  n. a large primate that lives in Africa and southeast Asia: Baboons have sharp teeth and powerful jaws.,9
backer,"/bkr/  n. a supporter, esp. s.o. who gives money: That politician has many wealthy backers. See: back v. 1.",9
backup,"/bkp/  n. 1 support, such as having more people help to do a job: A police officer saw a robbery happening and called for back-up (more officers). 2 a copy of computer work: The computer operator has a backup of her work on a diskette.  adj. back-up: more information: The report had back-up information attached to it. See: back, v. 6.",9
badger,"/bdr/  n.lit. an animal that digs and lives in the ground: Badgers have a wide, furry body, short legs, and long front claws.  v.fig. [T] to tell or criticize s.o. about s.t. repeatedly, (syn.) to pester: Her boss badgered her to do the sales report early.",9
baffle,"/bfl/  v. -fled, -fling, -fles [T] not to understand s.t. at all, to confuse completely: His disappearance baffled the police. -n. [U] bafflement; -adj. baffling.",9
bakery,"/bekri, bekri/  n. -ies a business where bread, cakes, etc. are baked and offered for sale: I bought an apple pie at the bakery.",9
ballad,"/bld/  n.frml. a poem or song that tells a story with simple words including a group of words, called a refrain, repeated after each stanza",9
ballet,"/ble, ble/  n. [C;U] a type of dancing with formal movements, usu. to classical music: We went to see the ballet (or) we went to the ballet last evening. -n. ballet dancer.",9
